"id","sentiment","review"
407,6,"Fínasta mynd. Skemmtilega frumleg (2 sögur í gangi kriss/kross). Spennandi. Áhugaverðar pælingar. Smá rómantísk á köflum."
408,6,"Mjög áhugaverð mynd. Góðir punktar varðandi heilsu og mataræði. - sumt sem maður vissi (góð áminning) og sumt sem maður vissi ekki. Mér fannst kjarninn vera að borða óunninn mat (sem næst ""upprunanum"") - það sem forfeður okkar borðuðu í ""gamla daga""."
409,5,"Stundum fær kærastan að ráða ;) Að vissu leyti ekta chick flick. Allt í lagi handrit - frekar basic, ekkert mega frumlegt."
410,7,"Virkilega fróðleg og áhugaverð mynd. Mögnuð saga. <a href=""http://en.wikipedia.org/wiki/Alan_turing"" title=""Wikipedia"">Alan Turing</a> hafði rosaleg áhrif á heiminn á marga vegu. Skemmtileg drama-documentary, góð blanda."
411,8,"Mjög spennandi mynd. Töff ofur-spæjara/agent kvikmynd. Mjög góð keyrsla - hélt manni spenntum nokkurn veginn allan tíman. Gott action. Eltingaleikur, conspiracy, Davíð &amp; Golíat... pottþétt formúla ;)"
412,8,"Rosalega spennandi mynd. Mjög góð keyrsla - hélt mér alveg ""on the edge of my seat"". Gott action - nóg af því. Slatti af þekktum leikurum. Nokkuð gott plot."
413,6,"Fyndin vitleysa. Nett rugluð - jafnvel of mikið rugl á köflum. Að vissu leyti svipaður húmor og maður myndi búast við þegar Will Ferrell og Zach Galifianakis koma saman. Þeir eru nokkuð gott combo. Ég hef samt séð fyndnari/skemmtilegra myndir. Áhugavert að þrátt fyrir að margt varðandi pólitíkina í myndinni væri út í hött þá var það oft ekki svo langt frá raunveruleikanum. En það er kannski það sem gerir þetta smá fyndið ;) #funnybecauseitstrue"
414,6,"Mjög áhugaverð mynd um mat, næringu, vítamín, heilsu... Margir góðir punktar - borða óunnum mat, nóg af vítamínum og ekki elda/steikja/hita meirihlutan af matnum þínum."
415,6,"Fínasta sci-fi zombie/skrímsla hrollvekja. Þetta er s.s. Resident Evil 5 - orðið nokkuð gott franchise. Spennandi - manni brá alveg nokkrum sinnum :) Töff action. Byrjunaratriðið var mjög kúl; slow motion + reverse. Kom vel út. Ekkert brjálæðislega góður leikur eða handrit - en það er kannski ekki nauðsynlegt í svona myndum ;) Fínasta afþreying."
416,6,"Fyndin mynd - enda skrifa&#240;i Tina Fey handriti&#240; &#59;&#41; Skemmtilegt a&#240; sj&#225; hva&#240; eru margir leikarar &#237; &#254;essari mynd sem eru or&#240;nir mj&#246;g &#254;ekktir n&#250;na. F&#237;nasta &#40;l&#233;ttmetis&#41; af&#254;reying."
417,6,"(""The Raid: Redemption"" á ensku). Nánast stanslaust (gróft) ofbeldi. Fínasta action. Nokkuð mikið af kung-fu dansatriðum. Ágætlega spennandi."
418,6,"F&#237;nasta action mynd. Spennandi. Nokku&#240; gott plot. &#193;hugavert a&#240; &#254;etta er v&#237;st byggt &#225; s&#246;nnum atbur&#240;um &#40;b&#243;k sem breska r&#237;kisstj&#243;rnin afneitar&#41;."
419,7,"T&#246;ff mynd. Gott action. Spennandi. Gott handrit. Br&#250;tal ofbeldi. Flott myndataka."
420,6,"Krúttleg og fyndin indie mynd. Smá drama/lífið. Nokkuð gott handrit."
421,7,"Kúl mynd. Skemmtilegar svona framtíðarmyndir - sérstaklega áhugaverðar svona tímaflakkspælingar :) Það virðist samt vera gegnumgangandi að í framtíðinni er allt ömurlegt og glæpatíðni í algjöru hámarki ;) Litli krakkinn var algjör snillingur, þvílíkt góður leikari - stal algjörlega senunni. Mjög spennandi. Gott handrit. Góðir leikarar. Mér fannst myndin örlítið betri/skemmtilegri eftir hlé..."
422,6,"Fyndin og spennandi mynd. Skemmtilegar pers&#243;nur. Fullt af g&#243;&#240;um leikurum. M&#233;r fannst Tom Waits s&#233;rstaklega skemmtilegur. Nett klikku&#240; mynd &#225; k&#246;flum."
423,6,"Töff mynd. Mjög spennandi. En Taken 1 var töluvert betri - mun meiri keyrsla (hraði) í fyrri myndinni. Frekar snubbóttur endir."
424,7,"M&#246;gnu&#240; mynd. &#193;takanleg. &#222;etta vir&#240;ist vera algj&#246;rt str&#237;&#240;ssv&#230;&#240;i &#254;arna &#237; South Central&#44; LA. Mj&#246;g spennandi. G&#243;&#240; keyrsla. &#193;hugaver&#240;ur og skemmtilegur kvikmyndast&#237;ll - oft s&#233;&#240; fr&#225; sj&#243;narhornum nokkra pers&#243;na sem voru me&#240; myndav&#233;l."
425,7,"Mj&#246;g skemmtileg mynd. Ekta Bond - spennandi&#44; fyndin&#44; gott action&#44; kyn&#254;okki&#44; one-liners... Javier Bardem var g&#243;&#240;ur sem vondi kallinn - &#225;hugaver&#240;ur karakter. Flott mynd. St&#243;&#240; alveg fyrir s&#237;nu&#44; en vanta&#240;i eitthva&#240; upp &#225; til a&#240; gera hana extra g&#243;&#240;a."
426,7,"Mjög skemmtileg mynd. Krúttleg, fyndin, spennandi... Vönduð og vel gerð. Skemmtilegar persónur. Pixar kunna þetta alveg :)"
427,7,"Mj&#246;g fyndin mynd. Fat Amy &#40;Rebel Wilson&#41; og psycho as&#237;ska gellan &#40;Hana Mae Lee&#41; voru bestar/fyndnastar. Skemmtileg remix/mashup stemning &#237; myndinni. F&#237;nasta stefnum&#243;ta-mynd &#59;&#41;"
428,6,"Kr&#250;ttleg og fyndin mynd. Sm&#225; indie bragur - kosta&#240;i ""einungis"" &#36;10.000.000. &#193;hugaver&#240;ar p&#230;lingar - f&#243;lk bregst mismunandi vi&#240; &#254;v&#237; &#254;egar heimurinn er a&#240; farast &#59;&#41;"
429,9,"Þetta var ROSALEGA spennandi mynd! Ótrúlega intense, eiginlega allan tímann. Ég man ekki eftir að hafa verið svona mikið á taugum (""on the edge of my seat"") í langan tíma yfir einni mynd. Mögnuð saga, ótrúlegt tímabil og ruglað ástand í Íran. Mjög vel gerð mynd, vönduð. Þau náðu 70's stemningunni nokkuð vel, trúverðug. Fullt af góðum leikurum. Kæmi ekki á óvart ef þessi kvikmynd fengi nokkrar Óskarstilnefningar. Topp stöff!"
430,7,"Áhugaverð mynd. Spennandi sögur. Mögnuð gervi - maður var ekki alltaf að átta sig á hvaða leikari var bak við sum gervin. Gaman að sjá sömu leikarana í mörgum mismunandi hlutverkum og gervum :) Mörg mismunandi tímabil og ""heimar"" sem var allt mjög vel gert (búningar, umhverfi...). Þetta er mynd sem maður þarf eiginlega að sjá aftur til að átta sig betur á henni og sjá tengingarnar. Ég bjóst við sterkari tengingum á milli saganna og persónanna. Örugglega mikið af djúpum pælingum sem maður sér ekki strax."
431,6,"Br&#250;tal mynd. S&#233;rstakur kvikmyndast&#237;ll - nokku&#240; t&#246;ff. Hlj&#243;&#240;in voru oft mj&#246;g ""n&#225;kv&#230;m"" - s&#233;rstaklega &#237; einu bardagaatri&#240;inu&#44; mj&#246;g ""close-up""&#44; eins og ma&#240;ur v&#230;ri &#254;arna. &#193;hugaver&#240; tenging vi&#240; kreppuna - myndin vir&#240;ist hafa &#225;tt a&#240; gerast 2008. Allir eru a&#240; harka og redda s&#233;r. &#222;annig a&#240; &#254;etta var svol&#237;ti&#240; ""&#254;ung"" mynd&#44; en fyndin &#225; k&#246;flum. Skrautlegar pers&#243;nur."
432,6,"Fyndin mynd. Krúttleg. Áhugaverð saga. En tekur frekar skrýtinn snúning í lokinn... sem skemmir örlítið heildarupplifunina. Nokkuð impressive að aðalleikkonan (Zoe Kazan) skrifaði s.s. handritið."
433,8,"Virkilega flott ævintýramynd - glæsilegur, magnaður og áhugaverður ævintýraheimur. Spennandi. Gott action - 3D tæknin fékk að njóta sín sérstaklega í nokkrum atriðum, kom skemmtilega út. Mjög flottar tæknibrellur. Það var áhugavert að sjá þetta í ""High Frame Rate"" (48 rammar á sekúndu í staðinn fyrir 24 eins og venjulega) - stundum var reyndar eins og fólk hreyfði sig extra snöggt (svona ""speed up effect""). Hlakka til að sjá restina af þessum þríleik."
434,7,"Skemmtileg saga. Huglj&#250;f. Spennandi. Dash r&#243;m&#243;. G&#243;&#240; indie mynd."
435,5,"Að vissu leyti ekta Disney/Jerry Bruckheimer ""blockbuster"". Ágætis afþreying með dash af kjánalegum atriðum."
436,6,"Spennandi. Klassa Statham action - hann á samt betri myndir. "
437,6,"Algjört rugl. Bull og vitleysa. En fyndin vitleysa. Klassísk Adam Sandler mynd að vissu leyti - mikið af genginu hans sem er í mörgum af hans myndum."
438,6,"Áhugaverð saga... áhugavert verkefni. Meira drama heldur en grín. Bresk rómantík (hvað sem það þýðir)."
439,6,"&#214;&#240;ruv&#237;si mynd en &#233;g bj&#243;st vi&#240; &#40;mi&#240;a&#240; vi&#240; hva&#240; trailer-inn gaf til kynna&#41;. Meiri ranns&#243;knarl&#246;ggu thriller heldur en Jason Bourne action mynd. Ekki eins hr&#246;&#240; keyrsla og &#233;g var a&#240; vonast eftir. Samt alveg nokkur g&#243;&#240; atri&#240;i inn &#225; milli. Handriti&#240; var ekki &#230;&#240;islegt. Leikurinn heldur ekki mj&#246;g g&#243;&#240;ur. &#193;g&#230;tis af&#254;reying - &#225;g&#230;tlega spennandi og eitt atri&#240;i var s&#233;rstaklega fyndi&#240;. &#201;g bj&#243;st samt vi&#240; meira. Eitthva&#240; vi&#240; myndina &#40;pers&#243;nurnar&#44; plot-i&#240;&#44; stemningin&#44; &#250;tliti&#240;...&#41; gaf m&#233;r &#254;a&#240; &#225; tilfinninguna a&#240; &#254;essi mynd g&#230;ti hafa veri&#240; ger&#240; fyrir 15 &#225;rum s&#237;&#240;an. Sem sagt ekki ""n&#253;m&#243;&#240;ins"" mynd &#59;&#41;"
440,7,"Mér fannst áhugavert að Nick Cave skrifaði handritið. Hann sá eðlilega líka mikið um tónlistina. Spennandi. Brútal. Guy Pearce frekar creepy, sérstaklega með litlar sem engar augabrúnir. Myndir byggðar á sannsögulegum atburðum eru alltaf smá áhugaverðari. Þetta hefur verið áhugaverður tími - og þau náðu alveg að láta þetta líta nokkuð trúverðuglega út."
441,6,"Eða ""Sleepless Night"" eins og hún kallast á ensku. Töff mynd. Flott myndataka. Spennandi. Góð keyrsla (fyrri helminginn alla vega). Áhugavert að megnið af myndinni gerist á (risastórum) næturklúbbi. Brútal rugl seinnipartinn. Nett Jack Bauer/Taken stemning (ég er með eitt markmið og mér er sama um allt annað)."
442,7,"Góð mynd. Fyndin. Jennifer Lawrence var skemmtilega klikkuð. Hugljúf. Smá rómó. Áhugaverð saga. Áhugaverðar pælingar varðandi geðsjúkdóma... fólk getur verið mis klikkað."
443,8,"Rosalega intense mynd. Drama alveg í gegn. TILFINNINGAR! Spennandi og áhugaverð saga. Góð mynd. Vel gerð. Vel leikin. Þetta var rosaleg eyðilegging... - Áhugavert að gagnrýnis-tólið sem ég nota greip nafnið ""Lo imposible"" sem er víst upprunanlegi titillinn á þessari mynd, en hún heitir s.s. ""<strong>The Impossible</strong>"" á ensku :)"
444,6,"Meira drama en grín - annað en ég bjóst við út frá trailer-num. Meiri raunveruleiki en bull og vitleysa, miðað við Judd Apatow mynd (hann framleiddi hana reyndar bara). En alveg fyndin á köflum. Löng."
445,9,"Algj&#246;r snilld. Skemmtilegar &#40;og skrautlegar&#41; pers&#243;nur. Vel ger&#240;. Flott myndataka. Leit mj&#246;g vel &#250;t. Gott action. Rosalega miki&#240; bl&#243;&#240;. H&#225;lf fyndi&#240; eiginlega hva&#240; &#254;a&#240; var &#40;&#243;e&#240;lilega&#41; miki&#240; bl&#243;&#240; &#59;&#41; Skemmtileg saga. Spennandi. T&#243;nlistin var mj&#246;g skemmtileg - setti vissan st&#237;l &#225; myndina&#44; eins og er oft &#237; Quentin Tarantino myndum. Ma&#240;ur s&#225; alveg nokkra ""Tarantino regulars"" sem ma&#240;ur kannast vi&#240; &#250;r &#246;&#240;rum myndum hans."
446,7,"Huglj&#250;f og skemmtileg mynd. Fyndin. Klass&#237;k. Ma&#240;ur horf&#240;i &#243;tal sinnum &#225; hana &#254;egar ma&#240;ur var yngri."
447,7,"Kúl mynd. Töff. Spennandi. Fínasta action. Brútal. Nóg af ofbeldi. Flott myndataka. Fullt af fínum leikurum. Leit vel út - þau náðu alveg 1949 stílnum. Alla vega trúverðugt. Gott stöff."
448,6,"Fínasta indie mynd. Áhugaverð og skemmtileg saga. Fyndin. Krúttlegur indie bragur. Gaman að sjá <a href=""http://joshruben.tumblr.com/"">Josh Ruben</a> bregða fyrir (sem maður hefur verið að fylgjast með á Tumblr/College Humor)."
449,8,"Algjör snilld. Spennandi. Gott action. Arnold Schwarzenegger er ennþá með þetta :) Mjög góður húmor. Virkilega fyndin á köflum - fullt af fínum one-liners. Góð blanda - action og húmor. Fullt af fínum leikurum."
450,6,"Fyndin mynd. Nett rugluð. Samt eitthvað sem vantar... handritið hefði kannski mátt vera betra og persónurnar meira ""solid"". Jason Segel og Phyllis Smith stóðu sig eiginlega best."
451,6,"Ágætis splatter mynd. Fínasta action - smá kung-fu bardagar. Áhugaverðar græjur og vopn sem þau voru með. Nokkuð fyndin á köflum - stundum af því að þetta var svo extreme :) Ég var að fíla Edward :) Fínasta afþreying. Leikstjórinn og handritshöfundurinn, Tommy Wirkola gerði líka Dead Snow - maður sá alveg svipaða takt í þessum myndum (skrímsli og gore)."
452,6,"Ágætlega fyndin mynd. Nett rugluð. Ágætis afþreying - léttmeti. Maður hefur séð þetta concept áður (Freaky Friday, et. al.). Svo er náttúrulega falleg lexía í þessu um lífið og hamingjuna - peningar eru ekki allt und zo weiter."
453,6,"Fyndin. Dash rómantísk. Smá drama. Slatti af fínum leikurum. Ágætis saga/handrit/plot."
454,7,"Á ensku: Headhunters. Mjög spennandi. Gaman að sjá svona flottar skandínavískar myndir. Ágætis plot. Gott action. Nett rugluð og brútal á köflum."
455,7,"Mjög spennandi. Skemmtileg. Kúl special effects. Að vissu leyti klassískt handrit - alla vega brot sem maður kannast við ;) J.J. Abrams og Steven Spielberg eru gott teymi. "
456,6,"Rómó. Sexy. Fyndin."
458,6,"Gott action. Að vissu leyti klassísk Die Hard formúla - vondir kallar, one-liners, byssur, sprengingar, bílaeltingaleikir... En mér fannst eitthvað vanta. Ég bjóst við meira. Handritið var frekar takmarkað. Die Hard 5 er fínasta afþreying samt sem áður."
459,6,"Fyndin mynd. Spennandi. Klass&#237;skt gr&#237;n rugl. Melissa McCarthy er snillingur &#58;&#41; Gott st&#246;ff."
460,8,"Skemmtilega flippuð og skrýtin/quirky mynd. Skemmtilegar persónur - skemmtilegt líka hvernig þær voru kynntar. Gaman hvað Amélie var með fjörugt ímyndunarafl :) Hugljúf og skemmtileg mynd."
461,7,"Spennandi mynd. Intense. Drama. Fínasta action - sérstaklega í lokinn. Áhugaverðar persónur. Nokkuð gott handrit - sniðug saga."
462,7,"Mjög spennandi mynd. Gott action. Áhugaverð saga. Slatti af þekktum leikurum. Að vissu leyti formúlu-mynd (eins og margar aðrar), en vel framkvæmd. Góð keyrsla."
463,6,"Hugljúf mynd :) Ekkert yfirþyrmandi væmin og nokkuð spennandi. Ágætis saga. Smá í lokinn reyndar sem mér fannst skemma smá heildarupplifunina. Fínasta stefnumóta-mynd."
464,7,"F&#237;nasta action mynd - fullt af t&#246;ff atri&#240;um. N&#243;g af sprengingum &#58;&#41; G&#243;&#240; keyrsla. Nokkur atri&#240;i sem voru s&#233;rstaklega t&#246;ff &#237; 3D - svona ""&#211; nei&#44; &#254;a&#240; er byssuk&#250;la &#225; lei&#240;inni &#237; &#225;ttina a&#240; m&#233;r&#33;"" &#59;&#41;"
465,7,"Mjög spennandi - magnaður thriller. Fínasta handrit/plot. Mér fannst þetta vera töluverð ádeila á lyfjaiðnaðinn og kúltúrinn í kringum það að lyf séu lausnin við öllu. Vel leikstýrð, eins og má búast við hjá Steven Soderbergh. Fegurð. Góðir leikarar."
466,8,"Mögnuð mynd! Rosalega spennandi - sérstaklega Osama bin Laden atriðið. Intense. Töff tónlist. Frekar löng, en samt kúl. Góðir leikarar. Vel leikstýrð mynd, leit mjög vel út."
467,7,"H&#246;rku spennumynd. G&#243;&#240; keyrsla og t&#246;ff action/st&#243;rslysa atri&#240;i. Fullt af f&#237;num leikurum. Reyndar nokkrar holur &#237; handritinu &#40;svona ""Af hverju ger&#240;u &#254;eir &#254;etta svona&#63;""/""Af hverju ger&#240;u &#254;eir &#254;etta ekki svona&#63;""&#41; - en &#243;&#254;arfa a&#240; stressa sig of miki&#240; &#225; &#254;v&#237; me&#240; svona poppkorns-myndir &#59;&#41; Vel gert hj&#225; Katr&#237;nu Benedikt a&#240; skrifa handrit fyrir svona risast&#243;ra mynd."
468,8,"Rosalegt action. Rosaleg spenna. Rosaleg keyrsla. Rosalega góðir leikarar. Rosaleg mynd. Magnaðar tæknibrellur. Dúndrandi skemmtun. Þessi Marvel heimur er magnaður - alltaf að tengjast meira og meira og bætast við fleiri myndir... Það var vissulega slatti af product placement (vörulaum) eins og gengur og gerist í svona risastórum myndum - en mér fannst áhugavert að sjá SpeedTest.net þarna, kom mér á óvart :) Fyrir þá sem hafa áhuga á því þá er atriði eftir credit-listann - Ekkert must-see, en smá skemmtilegt."
469,7,"Skemmtileg mynd. Fyndin. Skemmtileg saga - g&#243;&#240;ar pers&#243;nur. Flott - graf&#237;kin leit vel &#250;t. G&#243;&#240;ir leikarar."
470,6,"Skemmtileg vitleysa. Fyndin (á köflum alla vega). Fínasta afþreying. Ég hef alltaf gaman af mynum sem gerast í New York :)"
471,7,"Spennandi. Gott action. Að vissu leyti stórslysamynd - sprengingar, eyðilegging og læti. Ég hef gaman af svona sci-fi myndum - áhugaverðar pælingar varðandi hvernig heimurinn verði eftir X mörg ár. 3D effect-arnir voru smá kúl, sérstaklega credit listinn í lokinn. En ég var reyndar orðinn frekar þreyttur í augunum í lokinn, tekur á að horfa á 132 mín. 3D mynd ;)"
472,7,"Gott action. T&#246;ff b&#237;laatri&#240;i. Spennandi. F&#237;nasta af&#254;reying - ma&#240;ur &#225; l&#237;ka a&#240; horfa &#225; &#254;etta &#254;annig&#44; og ekki l&#225;ta &#243;tr&#250;ver&#240;ug atri&#240;i og &#254;unnt handrit trufla sig of miki&#240; &#59;&#41; Myndin missti sm&#225; kraft/momentum &#225; k&#246;flum - stundum ekki alveg n&#243;gu gott fl&#230;&#240;i."
473,7,"Skemmtileg vitleysa. Spennandi. Gott fjör. Fyndin. Ætti að slá í gegn hjá þeim sem fíluðu hinar myndirnar. En það er held ég bara gott að þetta er síðasta myndinn í seríunni - það væri líklega aðeins of mikið (aðeins of þreytt) ef það væru gerðar fleiri Hangover myndir."
474,7,"Mjög spennandi. Skemmtileg saga. Töff trick. Fínasta afþreying."
475,7,"Fyndin vitleysa og fínn hasar. Ég var ekki alveg viss með þessa mynd fyrir hlé... var alltaf að bíða eftir meira action, meira fútti, meiri keyrslu. En eftir hlé breyttist þetta í bullandi svarta kómedíu :) Skemmtileg vitleysa - ágætis afþreying. Slatti af fínum leikurum í aukahlutverkum."
476,6,"Fyndin vitleysa. &#193;hugaver&#240; blanda&#59; zombie action spennu r&#243;mant&#237;sk gamanmynd &#59;&#41; Spennandi. S&#233;rstakar/skemmtilegar pers&#243;nur. &#201;g &#225;tta&#240;i mig ekki strax &#225; a&#240; &#254;etta er svona sm&#225; zombie &#250;tg&#225;fan af R&#243;me&#243; &amp; J&#250;l&#237;u..."
477,6,"Fyndin. Hugljúf/feel-good mynd. Skemmtileg saga, þótt hún sé að vissu leyti formúlukennd. Ég er forvitinn að vita hversu mikið Google kom að gerð myndarinnar - í raun ágætis auglýsing/branding fyrir Google. Ég er að spá hvort þeir hjá Google hafi séð athyglina sem Facebook fékk í kringum The Social Network og þeir hafi viljað fá sína eigin mynd ;) Mér fannst skemmtilegt hvernig þau notuðu ýmsar Google vörur til að birta credit listann í lokinn."
478,7,"Mjög kúl mynd. Töff action atriði - mörg risastór og áhrifamikil (impressive). Nokkuð fyndin inn á milli (kom smá á óvart). Mér fannst koma ágætlega út hvernig þeir hoppuðu fram og til baka í æsku Clark Kent/Kal-El/Superman. Michael Shannon var góður sem vondi kallinn. Tónlistin var flott - Hans Zimmer er með'etta. Góð saga, skemmtileg útfærsla á Superman heiminum - ég væri til í að sjá meira."
479,6,"Ágætis afþreying. Ágætlega fyndin. Silly. Mér fannst töluvert verið að skjóta á David Blaine (og aðra sambærilega gaura)."
480,7,"Mjög spennandi mynd. Hörku action - góð keyrsla. Slatti af þekktum leikurum. Leit vel út - flott myndataka og leikstjórn. Roland Emmerich missti sig reyndar aðeins í væmni og Ameríku-dáð í lokinn (eða sá sem bar ábyrgð á því).

Mjög svipað concept og Olympus Has Fallen, en mér fannst þessi kannski aðeins betri - alla vega að sumu leyti."
481,6,"Vandræðaleg mynd. Duplass bræðurnir eru líklega svolítið fyrir svona vandræðaleg og ""raunveruleg"" samtöl. Smá drama. Kjánalega fyndin. Indie. Ágætis saga."
483,7,"Mj&#246;g spennandi og fyndin. En algj&#246;rt rugl. Fyndi&#240; rugl. Skuggalega s&#250;r - allnokkur WTF&#63;&#33; atri&#240;i. Fullt af skemmtilegum cameos. &#222;r&#225;tt fyrir t&#246;luver&#240;an s&#250;rleika &#254;&#225; var &#254;etta umfram allt g&#243;&#240; skemmtun &#58;&#41; L&#237;ka falleg skilabo&#240; &#59;&#41;"
484,8,"Rosalega spennandi mynd! Hörku action. Mjög góð keyrsla. Vel leikstýrð, flott myndataka og leit vel út. Nokkur atriði sem komu ágætlega vel/skemmtilega út í 3D. Áhugaverður söguþráður. Mér finnst zombie hugmyndafræðin mjög skemmtileg. Þetta var áhugaverður vinkill - uppvakningarnir í þessari mynd voru brjálaðari, kraftmeiri og árásargjarnari heldur en í öðrum zombie söguheimum (eins og t.d. sjónvarpsþáttunum The Walking Dead). Sem gerði þetta að vissu leyti meira spennandi (af því að það var minni von, meiri hætta, meiri óvissa). Mjög góð mynd. Kúl stöff. Fullt af fínum persónum og leikurum. Brad Pitt var töffari."
485,7,"Mj&#246;g fyndin mynd. Spennandi. Melissa McCarthy er svo mikill snillingur - leikur alltaf mj&#246;g skemmtilegar pers&#243;nur. Gott handrit - fullt af snilldar l&#237;num og atri&#240;um. Topp af&#254;reying."
486,6,"Fínasta afþreying. Ágætt action og nokkuð spennandi á köflum. Fyndin. Nokkur atriði þar sem var smá random (en töff) myndataka/klipping. Flottir leikarar - snilld hvernig John Malkovich getur tjáð sig með svipbrigðum. En það vantaði samt smá upp á heildina, til að gera myndina meira ""solid"" - betra flæði, betra handrit... eitthvað."
487,7,"Áhugaverð vísindaskáldsaga. Nokkuð spennandi. Sagan var reyndar smá ruglingsleg - það hjálpaði að lesa <a href=""http://en.wikipedia.org/wiki/Oblivion_(2013_film)"" title=""Wikipedia"" target=""_blank"">Wikipedia greinina</a> eftirá til að átta sig betur á þessu ;) Tónlistin var nokkuð kúl - flott að fá M83 til að semja tónlistina fyrir myndina, smá elektró í þessu ;) Smá Tron/Daft Punkt stemning, en samt alls ekki eins. Rosalega flott mynd, leit vel út - vandað til verka þar. Alltaf gaman að sjá Ísland í bíómyndum/sjónvarpsþáttum - þetta er svo mögnuð náttúra, mjög myndræn :)"
488,5,"Áhugaverð heimildamynd. Sýnir hvað 2008 hrunið breytti öllu - bara aðeins öðruvísi vinkill ;) Áhugaverðar persónur. Smá klikkað að hún hélt áfram að eyða í óþarfa hluti þegar þau voru í óvissu með peningana sína (ættu að vera að spara). Mjög sérstakur lífstíll."
489,6,"Ágætis grínmynd. Fínasta saga, þótt hún hafi verið að vissu leyti formúlukennd (og fyrirsjáanleg). Fínir leikarar."
490,7,"Fínasta afþreying. Fyndin &amp; spennandi. Ágæt saga. Dash af action og dash af gríni - góð blanda. Denzel Washington og Mark Wahlberg eru topp leikarar. Þeir voru góðir saman. Baltasar er með'etta - gaman að sjá hvað hann er að gera góða hluti."
491,5,"Nett klikku&#240; mynd. Sm&#225; spes klipping/fl&#230;&#240;i - eiginlega eins og flashforwards og flashbacks &#40;audio og/e&#240;a visual&#41; fram og til baka. Blanda&#240;i s&#246;gu&#254;r&#230;&#240;inum sm&#225; saman&#44; en a&#240; vissu leyti &#225;hugaver&#240; a&#240;fer&#240;&#44; setti sm&#225; st&#237;l &#225; myndina. T&#246;ff t&#243;nlist. Handriti&#240; var frekar takmarka&#240;. S&#230;mileg heilalaus &#254;ynnku-mynd."
492,7,"Skemmtileg mynd og hr&#237;fandi. &#193;hugaver&#240; og m&#246;gnu&#240; saga. Fullt af f&#237;num leikurum."
493,5,"Jájá, fín mynd. Action og læti. Sly grjótharður. Enginn topp leikur í gangi."
494,6,"Spennandi. Ágætis action. Brútal ofbeldi (veit ekki hvort það hafi verið sniðugt að ég hafi verið svona ungur þegar ég sá hana fyrst). Snilldar línur ;) Skemmtilega hallærislega gamaldags. Eldist sæmilega."
495,5,"Áhugaverð mynd. Spennandi. Twisted. Klikkuð. Ekki alveg feel-good mynd ;) Skemmtilegt að sjá lög með Gísla Pálma í myndinni. Ágætt að hún var bara 76 mín., hefði ekki nennt að horfa á mikið lengri útgáfu af þessari mynd. 
<br /><br />
* Ég sá þessa mynd í flugvél."
496,7,"T&#246;ff mynd. Spennandi. Gott action. &#193;hugaver&#240; v&#237;sindask&#225;ldsaga - enn og aftur er sp&#225;in fyrir framt&#237;&#240;ina ekkert rosalega bj&#246;rt &#59;&#41; Topp af&#254;reying."
497,6,"Eða ""Malavita"" eins og hún virðist vera kölluð í Evrópu. Ágætis afþreying. Nokkuð skemmtilegar persónur. Glettilega fyndin á köflum. Mér fannst smá metnaðarleysi í handritinu - þá aðallega í kringum eitt atriði. Ágætlega spennandi."
498,7,"Mjög fyndin mynd :) Spennandi. Fínasta action. Gott fjör. Mjög fín sci-fi skemmtun. Það var alveg smá Shaun of the Dead/Hot Fuzz stemning í þessari mynd. Skrýtið að þessi mynd fari ekki í almenna sýningu í bíóhúsum hérna. En gaman að ná henni á einni af þessum örfáu sérsýningum."
499,6,"Vo&#240;a kr&#250;ttleg&#44; en samt sm&#225; &#254;ung indie ""erfitt a&#240; vera t&#225;ningur"" kvikmynd."
500,7,"&#218;ff... &#225;takanleg mynd. Dark. Langt fr&#225; &#254;v&#237; a&#240; vera huglj&#250;f/happy-go-lucky. En h&#250;n var spennandi og vel leikin. F&#237;nt handrit/plot. F&#237;nasta leikstj&#243;rn og myndataka. Frekar d&#246;kk &#225;fer&#240; &#225; myndinni. &#222;a&#240; var nokku&#240; &#254;ungt yfir f&#243;lki &#254;egar &#254;a&#240; yfirgaf b&#237;&#243;salinn... K&#230;mi ekki &#225; &#243;vart ef &#254;essi mynd fengi einhverjar &#211;skars-tilnefningar."
501,9,"Rosalega spennandi! Intense. Töff tónlist, gerði mikið fyrir stemninguna. Góðir leikarar. Myndin leit vel út. Flott myndataka. Glæsileg tölvugrafík - mjög raunveruleg. 3D var að koma ágætlega út á köflum. Gaman að sjá slatta af Íslendingum á credit listanum. Mögnuð mynd, gott stöff. "
502,7,"Spennandi. Gott action. Fullt af flottum t&#230;knibrellum. Alltaf gaman a&#240; sj&#225; sm&#225; &#237;slenskt landslag &#237; svona risast&#243;rum kvikmyndum. &#10;&#10;By the way&#44; &#254;a&#240; er sm&#225; auka atri&#240;i &#237; lokinn eftir credit listann."
503,6,"Áhugaverðar pælingar. Setja sér markmið. Sjá þau fyrir sér og hafa augun opin fyrir tækifærum. Hefur virkað hjá mér að vissu leyti ;)"
504,7,"Spennandi mynd. Áhugaverð saga. Góðir leikarar. Drama."
505,5,"Spennandi. Áhugavert plot, en smá skrýtið (ruglingslegt). Endirinn var ekki alveg nógu ""satisfying"". Smá súr kvikmyndastíll. 
<br/><br/>
* Ég horfði á þessa mynd í flugvél (sem getur skemmt smá upplifunina)."
