sentiment,review
positive,"brútal mynd. sérstakur kvikmyndastíll  nokkuð töff. hljóðin voru oft mjög nákvæm  sérstaklega í einu bardagaatriðinu, mjög closeup, eins og maður væri þarna. áhugaverð tenging við kreppuna  myndin virðist hafa átt að gerast . allir eru að harka og redda sér. þannig að þetta var svolítið þung mynd, en fyndin á köflum. skrautlegar persónur."
positive,fyndin mynd. krúttleg. áhugaverð saga. en tekur frekar skrýtinn snúning í lokinn... sem skemmir örlítið heildarupplifunina. nokkuð impressive að aðalleikkonan zoe kazan skrifaði s.s. handritið.
positive,"virkilega flott ævintýramynd  glæsilegur, magnaður og áhugaverður ævintýraheimur. spennandi. gott action  d tæknin fékk að njóta sín sérstaklega í nokkrum atriðum, kom skemmtilega út. mjög flottar tæknibrellur. það var áhugavert að sjá þetta í high frame rate  rammar á sekúndu í staðinn fyrir  eins og venjulega  stundum var reyndar eins og fólk hreyfði sig extra snöggt svona speed up effect. hlakka til að sjá restina af þessum þríleik."
positive,skemmtileg saga. hugljúf. spennandi. dash rómó. góð indie mynd.
negative,að vissu leyti ekta disneyjerry bruckheimer blockbuster. ágætis afþreying með dash af kjánalegum atriðum.
positive,spennandi. klassa statham action  hann á samt betri myndir.
positive,algjört rugl. bull og vitleysa. en fyndin vitleysa. klassísk adam sandler mynd að vissu leyti  mikið af genginu hans sem er í mörgum af hans myndum.
positive,áhugaverð saga... áhugavert verkefni. meira drama heldur en grín. bresk rómantík hvað sem það þýðir.
positive,"öðruvísi mynd en ég bjóst við miðað við hvað trailerinn gaf til kynna. meiri rannsóknarlöggu thriller heldur en jason bourne action mynd. ekki eins hröð keyrsla og ég var að vonast eftir. samt alveg nokkur góð atriði inn á milli. handritið var ekki æðislegt. leikurinn heldur ekki mjög góður. ágætis afþreying  ágætlega spennandi og eitt atriði var sérstaklega fyndið. ég bjóst samt við meira. eitthvað við myndina persónurnar, plotið, stemningin, útlitið... gaf mér það á tilfinninguna að þessi mynd gæti hafa verið gerð fyrir  árum síðan. sem sagt ekki nýmóðins mynd ;"
positive,"mér fannst áhugavert að nick cave skrifaði handritið. hann sá eðlilega líka mikið um tónlistina. spennandi. brútal. guy pearce frekar creepy, sérstaklega með litlar sem engar augabrúnir. myndir byggðar á sannsögulegum atburðum eru alltaf smá áhugaverðari. þetta hefur verið áhugaverður tími  og þau náðu alveg að láta þetta líta nokkuð trúverðuglega út."
positive,eða sleepless night eins og hún kallast á ensku. töff mynd. flott myndataka. spennandi. góð keyrsla fyrri helminginn alla vega. áhugavert að megnið af myndinni gerist á risastórum næturklúbbi. brútal rugl seinnipartinn. nett jack bauertaken stemning ég er með eitt markmið og mér er sama um allt annað.
positive,góð mynd. fyndin. jennifer lawrence var skemmtilega klikkuð. hugljúf. smá rómó. áhugaverð saga. áhugaverðar pælingar varðandi geðsjúkdóma... fólk getur verið mis klikkað.
positive,"rosalega intense mynd. drama alveg í gegn. tilfinningar! spennandi og áhugaverð saga. góð mynd. vel gerð. vel leikin. þetta var rosaleg eyðilegging...  áhugavert að gagnrýnistólið sem ég nota greip nafnið lo imposible sem er víst upprunanlegi titillinn á þessari mynd, en hún heitir s.s. the impossible á ensku :"
positive,"meira drama en grín  annað en ég bjóst við út frá trailernum. meiri raunveruleiki en bull og vitleysa, miðað við judd apatow mynd hann framleiddi hana reyndar bara. en alveg fyndin á köflum. löng."
positive,"algjör snilld. skemmtilegar og skrautlegar persónur. vel gerð. flott myndataka. leit mjög vel út. gott action. rosalega mikið blóð. hálf fyndið eiginlega hvað það var óeðlilega mikið blóð ; skemmtileg saga. spennandi. tónlistin var mjög skemmtileg  setti vissan stíl á myndina, eins og er oft í quentin tarantino myndum. maður sá alveg nokkra tarantino regulars sem maður kannast við úr öðrum myndum hans."
positive,hugljúf og skemmtileg mynd. fyndin. klassík. maður horfði ótal sinnum á hana þegar maður var yngri.
positive,kúl mynd. töff. spennandi. fínasta action. brútal. nóg af ofbeldi. flott myndataka. fullt af fínum leikurum. leit vel út  þau náðu alveg  stílnum. alla vega trúverðugt. gott stöff.
positive,fínasta indie mynd. áhugaverð og skemmtileg saga. fyndin. krúttlegur indie bragur. gaman að sjá josh ruben bregða fyrir sem maður hefur verið að fylgjast með á tumblrcollege humor.
positive,algjör snilld. spennandi. gott action. arnold schwarzenegger er ennþá með þetta : mjög góður húmor. virkilega fyndin á köflum  fullt af fínum oneliners. góð blanda  action og húmor. fullt af fínum leikurum.
positive,fyndin mynd. nett rugluð. samt eitthvað sem vantar... handritið hefði kannski mátt vera betra og persónurnar meira solid. jason segel og phyllis smith stóðu sig eiginlega best.
positive,"ágætis splatter mynd. fínasta action  smá kungfu bardagar. áhugaverðar græjur og vopn sem þau voru með. nokkuð fyndin á köflum  stundum af því að þetta var svo extreme : ég var að fíla edward : fínasta afþreying. leikstjórinn og handritshöfundurinn, tommy wirkola gerði líka dead snow  maður sá alveg svipaða takt í þessum myndum skrímsli og gore."
positive,"ágætlega fyndin mynd. nett rugluð. ágætis afþreying  léttmeti. maður hefur séð þetta concept áður freaky friday, et. al.. svo er náttúrulega falleg lexía í þessu um lífið og hamingjuna  peningar eru ekki allt und zo weiter."
positive,fyndin. dash rómantísk. smá drama. slatti af fínum leikurum. ágætis sagahandritplot.
positive,á ensku: headhunters. mjög spennandi. gaman að sjá svona flottar skandínavískar myndir. ágætis plot. gott action. nett rugluð og brútal á köflum.
positive,mjög spennandi. skemmtileg. kúl special effects. að vissu leyti klassískt handrit  alla vega brot sem maður kannast við ; j.j. abrams og steven spielberg eru gott teymi.
positive,rómó. sexy. fyndin.
positive,"gott action. að vissu leyti klassísk die hard formúla  vondir kallar, oneliners, byssur, sprengingar, bílaeltingaleikir... en mér fannst eitthvað vanta. ég bjóst við meira. handritið var frekar takmarkað. die hard  er fínasta afþreying samt sem áður."
positive,fyndin mynd. spennandi. klassískt grín rugl. melissa mccarthy er snillingur : gott stöff.
positive,skemmtilega flippuð og skrýtinquirky mynd. skemmtilegar persónur  skemmtilegt líka hvernig þær voru kynntar. gaman hvað amélie var með fjörugt ímyndunarafl : hugljúf og skemmtileg mynd.
positive,spennandi mynd. intense. drama. fínasta action  sérstaklega í lokinn. áhugaverðar persónur. nokkuð gott handrit  sniðug saga.
positive,"mjög spennandi mynd. gott action. áhugaverð saga. slatti af þekktum leikurum. að vissu leyti formúlumynd eins og margar aðrar, en vel framkvæmd. góð keyrsla."
positive,hugljúf mynd : ekkert yfirþyrmandi væmin og nokkuð spennandi. ágætis saga. smá í lokinn reyndar sem mér fannst skemma smá heildarupplifunina. fínasta stefnumótamynd.
positive,"fínasta action mynd  fullt af töff atriðum. nóg af sprengingum : góð keyrsla. nokkur atriði sem voru sérstaklega töff í d  svona ó nei, það er byssukúla á leiðinni í áttina að mér! ;"
positive,"mjög spennandi  magnaður thriller. fínasta handritplot. mér fannst þetta vera töluverð ádeila á lyfjaiðnaðinn og kúltúrinn í kringum það að lyf séu lausnin við öllu. vel leikstýrð, eins og má búast við hjá steven soderbergh. fegurð. góðir leikarar."
positive,"mögnuð mynd! rosalega spennandi  sérstaklega osama bin laden atriðið. intense. töff tónlist. frekar löng, en samt kúl. góðir leikarar. vel leikstýrð mynd, leit mjög vel út."
positive,hörku spennumynd. góð keyrsla og töff actionstórslysa atriði. fullt af fínum leikurum. reyndar nokkrar holur í handritinu svona af hverju gerðu þeir þetta svona?af hverju gerðu þeir þetta ekki svona?  en óþarfa að stressa sig of mikið á því með svona poppkornsmyndir ; vel gert hjá katrínu benedikt að skrifa handrit fyrir svona risastóra mynd.
positive,"rosalegt action. rosaleg spenna. rosaleg keyrsla. rosalega góðir leikarar. rosaleg mynd. magnaðar tæknibrellur. dúndrandi skemmtun. þessi marvel heimur er magnaður  alltaf að tengjast meira og meira og bætast við fleiri myndir... það var vissulega slatti af product placement vörulaum eins og gengur og gerist í svona risastórum myndum  en mér fannst áhugavert að sjá speedtest.net þarna, kom mér á óvart : fyrir þá sem hafa áhuga á því þá er atriði eftir creditlistann  ekkert mustsee, en smá skemmtilegt."
positive,skemmtileg mynd. fyndin. skemmtileg saga  góðar persónur. flott  grafíkin leit vel út. góðir leikarar.
positive,skemmtileg vitleysa. fyndin á köflum alla vega. fínasta afþreying. ég hef alltaf gaman af mynum sem gerast í new york :
positive,"spennandi. gott action. að vissu leyti stórslysamynd  sprengingar, eyðilegging og læti. ég hef gaman af svona scifi myndum  áhugaverðar pælingar varðandi hvernig heimurinn verði eftir x mörg ár. d effectarnir voru smá kúl, sérstaklega credit listinn í lokinn. en ég var reyndar orðinn frekar þreyttur í augunum í lokinn, tekur á að horfa á  mín. d mynd ;"
positive,"gott action. töff bílaatriði. spennandi. fínasta afþreying  maður á líka að horfa á þetta þannig, og ekki láta ótrúverðug atriði og þunnt handrit trufla sig of mikið ; myndin missti smá kraftmomentum á köflum  stundum ekki alveg nógu gott flæði."
positive,skemmtileg vitleysa. spennandi. gott fjör. fyndin. ætti að slá í gegn hjá þeim sem fíluðu hinar myndirnar. en það er held ég bara gott að þetta er síðasta myndinn í seríunni  það væri líklega aðeins of mikið aðeins of þreytt ef það væru gerðar fleiri hangover myndir.
positive,mjög spennandi. skemmtileg saga. töff trick. fínasta afþreying.
positive,"fyndin vitleysa og fínn hasar. ég var ekki alveg viss með þessa mynd fyrir hlé... var alltaf að bíða eftir meira action, meira fútti, meiri keyrslu. en eftir hlé breyttist þetta í bullandi svarta kómedíu : skemmtileg vitleysa  ágætis afþreying. slatti af fínum leikurum í aukahlutverkum."
positive,fyndin vitleysa. áhugaverð blanda; zombie action spennu rómantísk gamanmynd ; spennandi. sérstakarskemmtilegar persónur. ég áttaði mig ekki strax á að þetta er svona smá zombie útgáfan af rómeó  júlíu...
positive,"fyndin. hugljúffeelgood mynd. skemmtileg saga, þótt hún sé að vissu leyti formúlukennd. ég er forvitinn að vita hversu mikið google kom að gerð myndarinnar  í raun ágætis auglýsingbranding fyrir google. ég er að spá hvort þeir hjá google hafi séð athyglina sem facebook fékk í kringum the social network og þeir hafi viljað fá sína eigin mynd ; mér fannst skemmtilegt hvernig þau notuðu ýmsar google vörur til að birta credit listann í lokinn."
positive,"mjög kúl mynd. töff action atriði  mörg risastór og áhrifamikil impressive. nokkuð fyndin inn á milli kom smá á óvart. mér fannst koma ágætlega út hvernig þeir hoppuðu fram og til baka í æsku clark kentkalelsuperman. michael shannon var góður sem vondi kallinn. tónlistin var flott  hans zimmer er meðetta. góð saga, skemmtileg útfærsla á superman heiminum  ég væri til í að sjá meira."
positive,ágætis afþreying. ágætlega fyndin. silly. mér fannst töluvert verið að skjóta á david blaine og aðra sambærilega gaura.
positive,"mjög spennandi mynd. hörku action  góð keyrsla. slatti af þekktum leikurum. leit vel út  flott myndataka og leikstjórn. roland emmerich missti sig reyndar aðeins í væmni og ameríkudáð í lokinn eða sá sem bar ábyrgð á því.  mjög svipað concept og olympus has fallen, en mér fannst þessi kannski aðeins betri  alla vega að sumu leyti."
positive,vandræðaleg mynd. duplass bræðurnir eru líklega svolítið fyrir svona vandræðaleg og raunveruleg samtöl. smá drama. kjánalega fyndin. indie. ágætis saga.
positive,mjög spennandi og fyndin. en algjört rugl. fyndið rugl. skuggalega súr  allnokkur wtf?! atriði. fullt af skemmtilegum cameos. þrátt fyrir töluverðan súrleika þá var þetta umfram allt góð skemmtun : líka falleg skilaboð ;
positive,"rosalega spennandi mynd! hörku action. mjög góð keyrsla. vel leikstýrð, flott myndataka og leit vel út. nokkur atriði sem komu ágætlega velskemmtilega út í d. áhugaverður söguþráður. mér finnst zombie hugmyndafræðin mjög skemmtileg. þetta var áhugaverður vinkill  uppvakningarnir í þessari mynd voru brjálaðari, kraftmeiri og árásargjarnari heldur en í öðrum zombie söguheimum eins og t.d. sjónvarpsþáttunum the walking dead. sem gerði þetta að vissu leyti meira spennandi af því að það var minni von, meiri hætta, meiri óvissa. mjög góð mynd. kúl stöff. fullt af fínum persónum og leikurum. brad pitt var töffari."
positive,mjög fyndin mynd. spennandi. melissa mccarthy er svo mikill snillingur  leikur alltaf mjög skemmtilegar persónur. gott handrit  fullt af snilldar línum og atriðum. topp afþreying.
positive,"fínasta afþreying. ágætt action og nokkuð spennandi á köflum. fyndin. nokkur atriði þar sem var smá random en töff myndatakaklipping. flottir leikarar  snilld hvernig john malkovich getur tjáð sig með svipbrigðum. en það vantaði samt smá upp á heildina, til að gera myndina meira solid  betra flæði, betra handrit... eitthvað."
positive,"áhugaverð vísindaskáldsaga. nokkuð spennandi. sagan var reyndar smá ruglingsleg  það hjálpaði að lesa wikipedia greinina eftirá til að átta sig betur á þessu ; tónlistin var nokkuð kúl  flott að fá m til að semja tónlistina fyrir myndina, smá elektró í þessu ; smá trondaft punkt stemning, en samt alls ekki eins. rosalega flott mynd, leit vel út  vandað til verka þar. alltaf gaman að sjá ísland í bíómyndumsjónvarpsþáttum  þetta er svo mögnuð náttúra, mjög myndræn :"
negative,áhugaverð heimildamynd. sýnir hvað  hrunið breytti öllu  bara aðeins öðruvísi vinkill ; áhugaverðar persónur. smá klikkað að hún hélt áfram að eyða í óþarfa hluti þegar þau voru í óvissu með peningana sína ættu að vera að spara. mjög sérstakur lífstíll.
positive,"ágætis grínmynd. fínasta saga, þótt hún hafi verið að vissu leyti formúlukennd og fyrirsjáanleg. fínir leikarar."
positive,fínasta afþreying. fyndin  spennandi. ágæt saga. dash af action og dash af gríni  góð blanda. denzel washington og mark wahlberg eru topp leikarar. þeir voru góðir saman. baltasar er meðetta  gaman að sjá hvað hann er að gera góða hluti.
negative,"nett klikkuð mynd. smá spes klippingflæði  eiginlega eins og flashforwards og flashbacks audio ogeða visual fram og til baka. blandaði söguþræðinum smá saman, en að vissu leyti áhugaverð aðferð, setti smá stíl á myndina. töff tónlist. handritið var frekar takmarkað. sæmileg heilalaus þynnkumynd."
positive,skemmtileg mynd og hrífandi. áhugaverð og mögnuð saga. fullt af fínum leikurum.
negative,"jájá, fín mynd. action og læti. sly grjótharður. enginn topp leikur í gangi."
positive,spennandi. ágætis action. brútal ofbeldi veit ekki hvort það hafi verið sniðugt að ég hafi verið svona ungur þegar ég sá hana fyrst. snilldar línur ; skemmtilega hallærislega gamaldags. eldist sæmilega.
negative,"áhugaverð mynd. spennandi. twisted. klikkuð. ekki alveg feelgood mynd ; skemmtilegt að sjá lög með gísla pálma í myndinni. ágætt að hún var bara  mín., hefði ekki nennt að horfa á mikið lengri útgáfu af þessari mynd.    ég sá þessa mynd í flugvél."
positive,töff mynd. spennandi. gott action. áhugaverð vísindaskáldsaga  enn og aftur er spáin fyrir framtíðina ekkert rosalega björt ; topp afþreying.
positive,eða malavita eins og hún virðist vera kölluð í evrópu. ágætis afþreying. nokkuð skemmtilegar persónur. glettilega fyndin á köflum. mér fannst smá metnaðarleysi í handritinu  þá aðallega í kringum eitt atriði. ágætlega spennandi.
positive,mjög fyndin mynd : spennandi. fínasta action. gott fjör. mjög fín scifi skemmtun. það var alveg smá shaun of the deadhot fuzz stemning í þessari mynd. skrýtið að þessi mynd fari ekki í almenna sýningu í bíóhúsum hérna. en gaman að ná henni á einni af þessum örfáu sérsýningum.
positive,"voða krúttleg, en samt smá þung indie erfitt að vera táningur kvikmynd."
positive,úff... átakanleg mynd. dark. langt frá því að vera hugljúfhappygolucky. en hún var spennandi og vel leikin. fínt handritplot. fínasta leikstjórn og myndataka. frekar dökk áferð á myndinni. það var nokkuð þungt yfir fólki þegar það yfirgaf bíósalinn... kæmi ekki á óvart ef þessi mynd fengi einhverjar óskarstilnefningar.
positive,"rosalega spennandi! intense. töff tónlist, gerði mikið fyrir stemninguna. góðir leikarar. myndin leit vel út. flott myndataka. glæsileg tölvugrafík  mjög raunveruleg. d var að koma ágætlega út á köflum. gaman að sjá slatta af íslendingum á credit listanum. mögnuð mynd, gott stöff."
positive,"spennandi. gott action. fullt af flottum tæknibrellum. alltaf gaman að sjá smá íslenskt landslag í svona risastórum kvikmyndum.   by the way, það er smá auka atriði í lokinn eftir credit listann."
positive,áhugaverðar pælingar. setja sér markmið. sjá þau fyrir sér og hafa augun opin fyrir tækifærum. hefur virkað hjá mér að vissu leyti ;
positive,spennandi mynd. áhugaverð saga. góðir leikarar. drama.
negative,"spennandi. áhugavert plot, en smá skrýtið ruglingslegt. endirinn var ekki alveg nógu satisfying. smá súr kvikmyndastíll.    ég horfði á þessa mynd í flugvél sem getur skemmt smá upplifunina."
positive,"mögnuð mynd! rosalega spennandi  eiginlega allan tímann. drama  action  smá rómó. góð saga og áhugaverðar persónur. magnaður heimur sem er búið að búa til. þótt myndin sé ca. , klst. þá var hún langt frá því að vera langdregin  þetta leið mjög hratt  myndin var það spennandi og það góð keyrsla. hélt manni alveg við efnið : hlakka til að sjá restina af þessari seríu."
positive,"spennandi. gott action. ekta jason statham mynd þar sem hann er ótrúlega harður og lemur vondu kallana, klikkar ekki. kom skemmtilega á óvart að sylvester stallone skrifaði handritið og framleiddi."
positive,"fyndin mynd. skemmtileg vitleysa. klassískur anchorman will ferrelladam mckayjudd apatow húmor. góð skot á fox news og aðrar innihaldslausar og öfgafullar fréttir. fullt af snilldar cameos. það er smá auka brot í lokinn eftir credit listann, ekkert brillíant, en gaman samt að sjá það."
positive,"virkilega flott mynd. mjög spennandi. gott action. þetta er risastór og magnaður heimur sem er búið að búa til  mögnuð upplifun að horfa á þetta sérstaklega í d og  römmumsek. flott myndataka og góð keyrsla. mjög visualsjónræn mynd  allt leit mjög vel út; búningar, umhverfi, tæknibrellur o.s.frv. sérlega skemmtileg ævintýramynd. þótt hún sé mjög löng  mín. þá var hún ekki langdregin  hélt alveg athygli manns.   vissulega framhald af fyrstu hobbit myndinni í þessum þríleik þannig að hún var að mörgu leyti svipuð. hlakka til að sjá þriðju myndina  og fá alvöru endi á þessa sögu ;"
positive,skemmtileg mynd. gott grín. skemmtilega súr á köflum. gaman að sjá loksins þessa klassík.    kvikmyndaklúbburinn leslie halliwell horfði saman á þessa.
positive,"mjög spennandi. áhugaverð saga, sérstaklega þar sem hún er byggð á sannsögulegum atburðum. fínir leikarar og persónur. jason statham er alltaf jafn mikill töffariharðhaus. fínt action en umfram allt virkilega spennandi."
positive,"nett drama. áhugaverð sagaconcept. maður hefur það á tilfinningunni að þetta sé smá ádeila á hitt og þetta menningu, fjölmiðla, væntingar.... flott myndataka og vel klippt. fínir leikarar."
positive,"mögnuð saga. áhugaverður heimur... algjör klikkun. að þetta sé allt satt gerir þetta enn áhugaverðaraklikkaðara. virkilega flott mynd scorsese er náttúrulega snillingur og góðir leikarar. margar skemmtilegar og áhugaverðar persónur. mjög fyndin á köflum. drama þar á milli. martin scorsese og leonardo dicaprio eru frábært teymi, búa til mjög góðar bíómyndir. jonah hill var líka mjög góður  lék skemmtilega klikkaðan karakter. hélt manni ágætlega vel við efnið þrátt fyrir að vera  klst. löng."
positive,"rosaleg mynd! mögnuð saga byggð á sannsögulegum atburðum. virkilega spennandi. intense og brútal  sérstaklega eftir hlé. bardagaatriðin voru rosaleg... mögnuð  komu virkilega vel út, maður lifði sig smá inn í þetta ; flott myndataka. fullt af fínum leikurum. topp mynd  vönduð. en svona stríð eru klikkuð..."
positive,"mjög skemmtileg mynd. ég var að fíla zone out draumaatriðin : töff special effects. mjög flott myndataka. mjög gaman að sjá ísland og ýmsa íslenska leikara á stóra tjaldinu. fyndin, hugljúf og smá spennandi á köflum. skemmtileg saga. flottir leikarar. fullt af flottum ljósmyndum frá íslandi sem birtust með credit listanum."
positive,fyndin mynd. fínasta afþreying. hef samt séð skemmtilegri teiknimyndir með betri söguhandriti.
positive,fínasta action mynd. áhugaverð endurgerð á klassískri mynd sem maður sá fyrst þegar maður var alltof ungur ; gary oldman var eiginlega besti leikarinn. joel kinnaman var líka töffari sem robocopalex murphy. handritið hefði getað verið betra  vantaði smá fútt í þetta.
positive,"mjög skemmtileg mynd. fyndin og spennandi. fínasta saga. slatti af þekktum leikurum þeir eru alla vega þekktir núna. gaman að vera loksins búinn að sjá þessa mynd, maður hefur séð svo oft verið að vísa í hana á internetinu. til dæmis you keep using that word... sem er orðið meme og hello, my name is inigo montoya. you killed my father. prepare to die..     kvikmyndaklúbburinn leslie halliwell horfði saman á þessa."
negative,"þetta er ekki týpísk afþreying eins og margar bíómyndir eru. þetta er meira listaverk  voða flott og að vissu leyti vandað, en maður þarf svolítið að spá í því til að átta sig á hvað listamaðurinnlistamennirnir eru að reyna miðla.   það var ekki mikil gleði í þessari mynd. í raun allt ömurlegt hjá þessum gaur. drama. þunglyndi. ágætlega kúl instagramvintage filter á myndinni ; lúmskt skopleg á köflum. skemmtilega skrautlegar persónur, eins og eru oft í coen myndum. vissir kaflar í sögunni voru áhugaverðir, en á heildina litið þá vantaði einhvern kjarna í söguþráðinn."
positive,"hörku spennumynd. góður hasar. liam neeson er töffari. fínasta plot, en þetta var að vissu leyti formúlumynd. ekkert gríðarlega frumleg, en nokkuð vel framkvæmd."
positive,skemmtileg vitleysa. gott grín. fullt af fínum leikurum. fínasta afþreying.
negative,"mér fannst handritið ekki nógu gott. margt skrýtiðkjánalegt og flæðið á milli atriði var stundum ekki nógu lógískteðlilegt. þar sem þetta er luc besson mynd þ.e.a.s. hann skrifaði handritið og framleiddi þá voru vissulega franskir bílar í eltingaleik.   það voru nokkur atriði sem voru ágætlega fyndin og nokkrar action senur ágætlega kúl. en það var kannski verið að reyna blanda of mörgu saman; action, grín, rómantík, spenna, drama... hálf stefnulaust  gekk ekki upp. gaman að sjá tómas lemarquis í nokkuð stóru hlutverki."
positive,"mögnuð mynd. risastór. virkilega spennandi. drama. mjög töff action atriði. áhugaverður ævintýraheimur. vel leikin  enda einvala lið leikara. nick nolte stóð sig vel sem gamall steinn, röddin mjög viðeigandi.    íslenska náttúran var mögnuð í sínu hlutverki  endalaust af fjölbreyttri fegurð. mér fannst ísland gera rosalega mikið fyrir þessa mynd  gerði hana að enn meira listaverki. myndin leit mjög vel út  búningar, umhverfi o.s.frv.    mér fannst þetta smá ádeila á kjötætur  að öll dýr eigi rétt á að lifa. svo var þetta líka áróður fyrir því að passa upp á náttúruna."
positive,myndin kallast dead snow: red vs. dead á ensku fyndin vitleysa. nokkurs konar nazizombiesplatter grín. mörg atriði nokkuð fyndin og svo nokkur atriði frekar súrfáránleg en þau voru stundum líka bara fyndin. mjög svartur húmor. sum atriðin voru frekar brútal gore. skrautlegar og skemmtilegar persónur. alltaf gaman að sjá ísland í bíómyndum og helling af íslendingum á credit listanum.
negative,drama um lífið og tilveruna. nokkur skopleg atriði.
positive,"mjög fyndin mynd. fullt af kómískum atriðum og orðasamskiptum. gott handrit. skemmtilegar og skrautlegar persónur  og nóg af þeim. fullt af þekktum og góðum leikurum sjaldan sem maður sér svona marga þekkta leikara í einni mynd.   fínasta keyrsla flæði og áhugaverður söguþráður. spennandi. leit vel út  skemmtileg stemning, skemmtilegir litir. þetta var smá eins og barnaævintýri fyrir fullorðna. mjög vel leikstýrð. listaverk. wes anderson er með einstakan og skemmtilegan stíl."
negative,enn önnur mynd um hvað lífið getur verið erfitt og fólk á stundum erfitt með að finna sig. drama. aðeins of þungt yfir þessu til að vera ánægjulegt að horfa á. indie bragur af þessu. ágætlega áhugaverður söguþráður á köflum. ekki mikið af skemmtilegum persónum.
positive,"flottir bílar í eltingaleik. ágætlega spennandi þrátt fyrir að vera frekar fyrirsjáanleg formúlumynd. ekki eins góð og fast  furious myndirnar. mér fannst handritið ekki nógu gott  það vantaði alla vega eitthvað til að gera þessa mynd betri hrífa mann meira, meiri upplifun. það var eitthvað kjánalegt við michael keaton og hans persónu."
positive,"góð action mynd. risastór action atriði og töff bardagaatriði. flottar tæknibrellur. nokkuð spennandi. fínir leikarar  persónur, ágætis flæði og nokkuð gott handrit. maður er byrjaður að læra að á eftir credit listanum í öllum marvel myndum er eitt atriði til að tengja allan marvel heiminn saman. það og að stan lee poppar alltaf upp :"
positive,nokkuð fyndin. áhugaverð saga.
positive,brjálæðislega fyndið rugl. mikið af óviðeigandi bröndurum sem myndu líklega ekki ganga í bíómynd sem væri gefin út í ár. stútfullt af góðum orðaleikjum og almennri vitleysu silliness.     kvikmyndaklúbburinn leslie halliwell horfði saman á þessa.
positive,"eða bad neighbours eins og hún kallast á íslandi og víða um heim. fyndin vitleysa. áhugavert stríð í gangi, sem fer úr böndunum that escalated quickly.... gaman að sjá the lonely island og workaholics gaurana í smá cameo."
positive,góð mynd. áhugaverð saga. nokkuð gott handritplot. fullt af fínum leikurum  í stóru og litlu hlutverkunum. flott tónlist  gerði mikið til að skapa  stemningu. myndin er víst lauslega byggð á sannsögulegum atburðum. frekar löng  mín..
positive,"nokkuð góð skrímslastórslysamynd. töluvert öðruvísi plot heldur en í godzilla myndinni frá . kom svolítið á óvart. í raun öðruvísi nálgun á godzilla heiminnsöguna, en kannski nær upprunanlegu sögunni þekki það bara ekki nógu vel. fínasta action. spennandi. mikið um eyðileggingu."
positive,"mjög spennandi og vel gerð action scifi mynd. áhugavert twist á groundhog day pælinguna. flott action atriði, flottar tæknibrellur og fínasta handritplot. það voru nokkur bardagaatriði sem komu skemmtilega út í d. geimverurnar minntu mig smá á sentinel vélmennin í the matrix. fínasti sumarblockbuster."
positive,fyndin vitleysa. fínasta afþreying.
positive,nokkuð fyndin. flott gengi. stundum borderline kjánaleg ;
positive,fyndin vitleysa. bull og kjánalæti. ágætis action inn á milli. gaman að sjá diplo í smá cameo. skemmtilegt hvað þeir gerðu mikið grín að endurgerðum reboots og framhöldum. þeir voru alveg meðvitaðir um að þetta var að vissu leyti formúlumynd og voru að gera grín að því. mér fannst vera smá vísun í whos on first sketsinn í lokinn  skemmtilegt.
positive,vonarstræti á íslensku mögnuð mynd. þung. dramatísk. átakanleg á köflum. mjög vel leikin. flott myndataka. áhugaverð saga. beittar skírskotanir í góðærið.
positive,"góð mynd. flottir leikarar. glæsileg myndataka. leit vel út. vönduð. skemmtilegaráhugaverðar pælingar varðandi tæknina og framtíðina, möguleikar gervigreindar og ai samskipti. mér fannst vera smá vísun í blade runner og muninn á vélmennumhugbúnaði og manneskjum. skemmtileg saga. litirnir og tískan fyrir þennan framtíðarheim var líka áhugavert."
negative,fyndin vitleysa. ég var reyndar að vonast eftir því að hún væri fyndnari. það vantaði kannski smá kraft í handritið og flæðið á sögunni. fullt af þekktum leikurum. klassískur karakter fyrir melissa mccarthy.
positive,"mjög spennandi mynd. gott action. flottar tæknibrellur  aparnir voru magnaðir, ótrúlega vandað allt í kringum þá. áhugaverð saga. flottur ævintýraheimur."
positive,"fyndin mynd. nett rugluð bull, vitleysa og kjánaskapur. sagan handritið var hálf þunn stundum  vantaði smá upp á til að gera myndina heilstæðari meira solid. rosalegt vörulaum e. product placement hjá apple."
positive,"mjög spennandi. mjög fyndin. mjög góð. skemmtilegar persónur. glæsilegar tæknibrellur  leit mjög vel út. góð og skemmtileg saga. dúndrandi góð afþreying. d effektarnir voru stundum alveg flottirskemmtilegir, en það bar ekki mjög mikið á þeim.   sniðugt hjá marvel að kenna fólki að horfa á allan credit listann til að sjá eitt auka atriði  alltaf fleiri og fleiri sem bíða í salnum eftir því."
negative,"ágæt mynd. en ég var að vonast eftir að hún væri fyndnari. þetta var meira svona drama um lífið og tilveruna, með nokkrum kómískum atriðum."
positive,"fínasta afþreying. nóg af sprengingum, stórum byssum og action. nóg af þekktum leikurum. mjög kómísk mynd  þeir eru ekkert að taka sig alltof alvarlega. þetta expendables franchise stendur fyrir sínu. maður býst ekki við neinum stórleik né frumlegu handriti  en þetta virkar alveg."
positive,skemmtileg mynd. gaman að sjá hana aftur mjög langt síðan síðast  sérstaklega eftir að hafa nýlega séð stóra píanóið í fao schwarz í new york.
