,id,sentiment,review
507,516,6,fyndinn mynd fínn afþreying hafa sjá skemmtilegur teiknimynd góður söguhandrit
508,517,6,fínn action mynd áhugaverður endurgerð klassískur mynd maður maður vera alltof ungur garyja oldman vera eiginlega góður leikari joel kinnaman vera líka töffari robocopalex murphy handrit hafa geta vera góður vanta smá fúður þessi
509,518,7,mjög skemmtilegur mynd fyndinn spennandi fínn saga slatti þekkja leikari vera vega þekktur núna gaman vera loksins búinn sjá mynd maður hafa sjá oft vera vísa internet dæmi you keepva using thatur word verða meme hello myja name is inigo montoya you killed my father prepare to die kvikmyndaklúbbur leslie halliwell horfa þessi
510,519,5,ekki týpískur_NEG afþreying_NEG margur_NEG bíómynd_NEG vera_NEG mikill listaverk voði flott vissa leyti vanda maður þurfa svolítið spá átta listamaðurinnlistamaður vera reyna miðla það vera ekki mikill_NEG gleði_NEG mynd_NEG raun ömurlegur gaur drami þunglyndi ágætlega kúla instagramvintage filter mynd lúmskur skoplegur kafli skemmtilega skrautlegur persóna vera oft coen mynd vita kafli saga áhugaverður heild líta vanta kjarni söguþráður
511,520,7,harka spennumynd góður hasar liam neeson töffari fínn plot vera vita leyti formúlumynd gríðarlega frumlegur vel framkvæmd
512,521,6,skemmtilegur vitleysa góður grín fullur fínn leikari fínn afþreying
513,522,5,finna handrit ekki nógur_NEG góður_NEG margt skrýtiðkjánalegur flæða atriði vera stundum ekki nógur_NEG lógískteðlilegur_NEG luc besson mynd þ.e.a.s. skrifa handrit framleiða vissulega franskur bíll eltingaleikur sá atriði ágætlega fyndinn action senur ágætlega kúl vera kannski vera reyna blanda margur saman action grín rómantík spenna drami hálf stefnulaus ganga ekki upp_NEG gaman sjá tómaur lemarquis stór hlutverk
514,523,9,magnaður mynd risastór virkilega spennandi drami mjög töff action atriði áhugaverður ævintýraheimur vel leikinn einvala lið leikari nick nolte standa vel gamall steinn rödd mjög viðeigandi íslenskur náttúra vera magnaður hlutverk endalaust fjölbreyttur fegurð finna ísland gera rosalega mikið mynd gera enn mikill listaverk mynd líta mjög vel búningur umhverfi o.s.frv. ég finna smár ádeila kjötáta dýr eiga rétt lifa vera líka áróður passa náttúra
515,524,7,mynd kalla dead snow redur vs. deadur enska fyndinn vitleysa konar nazizombiesplatter grín margur atriði fyndinn atriði frekar súrfáránlegur stundum líka bara fyndinn mjög svartur húmor atriði frekar brútal gore skrautlegur skemmtilegur persóna alltaf gaman sjá ísland bíómynd hellingur íslending credit listi
516,525,5,drami líf tilvera skoplegur atriði
517,526,9,mjög fyndinn mynd fullur kómísk atriði orðasamskipti góður handrit skemmtilegur skrautlegur persóna nógur það fullur þekkja góður leikari sjaldan maður svona margur þekktur leikari mynd fínn keyrsla flæða áhugaverður söguþráður spennandi líta vel skemmtilegur stemning skemmtilegur litur vera smáur barnaævintýri fullorðinn mjög vel leikstýrður listaverk wes anderson einstakur skemmtilegur stíll
518,527,4,enn mynd líf geta vera erfiður fólk stundum erfiður finna sig drami aðeins þungur vera ánægjulegur horfa á indie bragur þessi ágætlega áhugaverður söguþráður kafli ekki mikill_NEG skemmtilegur_NEG persóna_NEG
519,528,6,flottur bíll eltingaleikur ágætlega spennandi þrátt vera frekar fyrirsjáanlegur formúlumynd ekki góður_NEG fast_NEG furious_NEG mynd_NEG finna handrit ekki nógur_NEG góður_NEG vanta_NEG vegi_NEG gera_NEG mynd_NEG góður_NEG hrífa_NEG maður_NEG mikill_NEG mikill upplifun vera kjánalegur michael keaton persóna
520,529,8,góður action mynd risastór action atriði töff bardagaatriði flottur tæknibrella spennandi fínn leikari persóna ágæti flæða góður handrit maður byrja læra credit listi marvel munu atriði tengja marvel heimur saman stur lee poppar alltaf
521,530,6,fyndinn áhugaverður saga
522,531,7,brjálæðislega fyndinn rugl mikill óviðeigandi brandari munu líklega ekki ganga_NEG bíómynd_NEG vera_NEG gefa_NEG ár_NEG stútfullur góður orðaleikur almennur vitleysa sillines kvikmyndaklúbbur leslie halliwell horfa þessi
523,532,7,bad neighbours kalla íslandi víða heim fyndinn vitleysa áhugaverður stríð ganga fara band thatur escalated quickly gaman sjá the lonelyja island workaholics gaur smá cameo
524,533,7,góður mynd áhugaverður saga góður handritplot fullur fínn leikari stór lítill hlutverk flottur tónlist gera mikið skapa stemning mynd víst lauslega byggð sannsögulegur atburður frekar langur minn
525,534,7,góður skrímslastórslysamynd töluvert öðruvísi plot godzillur mynd koma svolítið óvart raun öðruvísi nálgun godzillur heiminnsaga kannski upprunanlegur saga þekkja bara ekki nógur_NEG vel_NEG fínn action spennandi mikið eyðilegging
526,535,8,mjög spennandi vel gerð action scifi mynd áhugaverður twist groundhog dayja pæling flottur action atriði flottur tæknibrella fínn handritplot bardagaatriði koma skemmtilegur d. geimvera minna smár sentinel vélmenninn the matrix fínn sumarblockbuster
527,536,6,fyndinn vitleysa fínn afþreying
528,537,6,fyndinn flottur gengi stundum borderline kjánalegur
529,538,7,fyndinn vitleysa bull kjánalæti ágæti action milli gaman sjá diplo smár cameo skemmtilegur gera mikill grín endurgerð reboot framhalda alveg meðvitaður vera vita leyti formúlumynd gera grín það finna vera smár vísun whos on firja skets lokinn skemmtilegur
530,539,7,vonarstræti íslenska magnaður mynd þungur dramatískur átakanlegur kafli mjög vel leikinn flottur myndataka áhugaverður saga beittur skírskotun góðæra
531,540,7,góður mynd flottur leikari glæsilegur myndataka líta vel út vandaður skemmtilegaráhugaverður pæling varða tækni framtíð möguleiki gervigreind ai samskipti finna vera smár vísun blade runnera munur vélmennumhugbúnaður manneskja skemmtilegur saga litur tíska framtíðarheimur vera líka áhugaverður
532,541,5,fyndinn vitleysa vera reyndar vona vera fyndinn vanta kannski smá kraftur handrit flæða saga fullur þekktur leikari klassískur karakter melissa mccarthy
533,542,8,mjög spennandi mynd góður action flottur tæknibralla api magnaður ótrúlega vandaður þá áhugaverður saga flottur ævintýraheimur
534,543,6,fyndinn mynd nett ruglaður bull vitleysa kjánaskapur saga handrit vera hálf þunnur stundum vanta smá gera mynd heilstæður mjög solidur rosalegur vörula e. product placement apple
535,544,9,mjög spennandi mjög fyndinn mjög góður skemmtilegur persóna glæsilegur tæknibrellur líta mjög vel út góður skemmtilegur saga dúndrandi góður afþreying d effekt stundum alveg flottirskemmtilegur bera ekki mjög_NEG mikið_NEG það_NEG sniðugur marvel kenna fólk horfa credit listi sjá auka atriði alltaf margur margur bíða salur það
536,545,5,ágætur mynd vera vona vera fyndinn vera mikill svona drami líf tilvera kómísk atriði
537,546,7,fínn afþreying nóg sprenging stór byssa action nógur þekktur leikari mjög kómískur mynd vera taka alltof alvarlega expendable franchise standa sinn maður búa ekki stórleikur_NEG frumlegu_NEG handrit_NEG virkur_NEG alveg_NEG
538,547,6,skemmtilegur mynd gaman sjá aftur mjög langt síðar sérstaklega hafa nýlega sjá stór píanó fao schwarz new york
539,548,7,fyndinn vitleysa spennandi góður blanda vera eiginlega jafn fyndinn vera spennandi gaman sjá new girl duo fífla
540,549,6,spennandi mynd mikill spæjaramynd hasarmynd búa aðeins mikill keyrsla vera hægur kafli flottur s stemning mynd fínn leikari mjög gaman sjá ólafur darra vera ekki stór_NEG hlutverk_NEG hann_NEG
541,550,7,klassískur mynd ennþá mjög fyndinn algjör vitleysa sjá bílabíó hluti riffur
542,551,6,áhugaverður mynd byggja sannsögulegur atburður spennandi
543,552,8,rosalegur mynd spennandi brútal denzel grjótfknharður vel gerður mynd ná góður flug hreyfa maður alveg sig persóna denzel vera smár svona jack bauer james bond jason bourne onemanarmy
544,553,7,spennandi mynd flottur tæknibrella ekt luc besson bílaeltingaleikur áhugaverður pæling varða viðheili geta gera mögulegur frekar stuttur finna kannski vanta gera mynd heilstæður endir vera snubbóttur sjá mynd new york amc bíó time square
545,554,7,drami líf fyndinn milli fínn mynd mjög fínn atriði ekki góður_NEG garde_NEG state_NEG konar fólk finna líf gaman sjá bíómynd maður hjálpa fjármagna vissa leyti
546,555,7,spennandi brútal fullur fínn leikari flottur íslenskur actionmynd
547,556,8,rosalega spennandi mynd mjög áhugaverður saga grípa maður algjörlega skemmtilega öðruvísifrumlegur tónlist trenda reznor atticus ross passa vel spooky drungalegur tense toppur eintak kvikmynd finna áhugaverður sjá reese witherspoon vera framleiðandi
548,557,6,skemmtilegur mynd hugljúfur fínn tónlist
549,558,8,flottur mynd spennandi fullur fínn leikari vera fíll vélmenn skemmtilegur persóna finna nice touch hafa alltaf þögn geimur heyra hljóð bara tónlist þannig skot djúpur áhugaverður pæling kenning varða ormagöng svarthol margur vídd afstæðiskenning tími rúm mynd mjög langur vera ekki langdreginn_NEG fínn_NEG saga_NEG það hafa smár áhrif upplifun sitja fremri bekkur p teema growth space mission
550,559,7,mjög fyndinn vitleysa rosalega mikill vitleysa fullur vísir fyrstur mynd bill murrayja leikur skemmtilegur aukahlutverk það skemmtilegur auka atriði crazy credits credit listi
551,560,8,mjög spennandi mynd flottur mynd líta vel út drami action áhugaverður saga hlakka sjá síðari mynd
552,561,7,mjög spennandi mynd góður thriller jake gyllenhaal vera brjálæðislega creepy siðferðislegur blindur áhugaverður saga
553,562,5,mikið slapstick húmor fólk meiða fíflalæti stundum kjánalegur mikill fíflalæti stundum vera aðeins randomur stórleikur ganga alveg hægur hlægja atriði gaman vera búinn sjá mynd margur tala um
554,563,6,áhugaverður heimur áhugaverðarsérstakur persóna karakter áhugaverður saga spennandi stundum vera flæðiðhandrit ekki alveg_NEG nógur_NEG góður_NEG smár randoma vanta einhver mikið ofbeldi gaman sjá tómaur lemarquis smár hlutverk suðurkóreskur mynd byggja franskur myndasaga taka tékklandi austurríki skemmtilegur blanda
555,564,6,fyndinn vitleysa spennandi fínn afþreying
556,565,8,mjög flott mynd spennandi magnaður bardagi magnaður landslagsmyndataka magnaður ævintýraheimur já segja magnaður mynd skemmtilegur bardagi finna vera smáur mortal kombatur stíll
557,566,6,spennandi mynd fínn action svipaður mynd taken mynd eltingaleikur vondur kalli liam neeson fokkur fólk fínn afþreying töff tónlist handrit hafa geta vera góður fíll ekki ótrúverðugur_NEG mynd_NEG geta_NEG þurfa_NEG forða_NEG
558,567,8,virkilega flottur vel gerður mynd spennandi dramatískur tilfinningaríkur áhugaverður saga sérstaklega byggja sannsögulegur atburður enn kvikmynd sýna stríð vera hræðilegur eyðileggja fólk fjölskylda margur máti drone sjónarhorn minna smá wikileaks mynd collateral murder
559,568,5,krúttlegur skond smá skrýtinn kafli handrit hafa geta vera góður
560,569,8,mjög fyndinn vitleysa fullur sprenghlægilegur atriði skrautlegur persóna toppur afþreyinga gaman sjá ijustine smár hlutverk
561,570,8,töff mynd spennandi flottur action atriði góður grín milli fullur fínn leikari mikill segja mark hamill þekkja ekki gervi_NEG sinn_NEG vera alveg sjá framhald mynd
562,571,7,skemmtilegur mynd hugljúfur áhugaverður saga sniðugur tenging samfélagsmiðill roadur trip hluti vera skemmtilegur
563,572,7,töff mynd spennandi góður action töff tónlist fullur fínn leikari hlutverk töff hvernig texti rússneska subtitle vera birta áhugaverður sjá eva longoria vera framleiðandi ccp game special thank to vera víst vera spila leikur eve legion mynd ágætur vörula
564,573,5,algjör vitleysa vera ekki mikill_NEG vænting_NEG mynd_NEG vera_NEG vega_NEG búa_NEG við_NEG s.s. ekki toppur_NEG gæði_NEG alveg fyndinn kafli lag afþreyinga adamur scott vera eiginlega besturferskur
565,574,6,fyndinn vitleysa elda ágætlega klassískur gaur sandler genginu
566,575,6,spennandi leyti týpískur s thriller fara aðeins stúdera credit listi sorglegur stelpa leikkona deyja ungur
567,576,7,mjög fyndinn vitleysa will ferrell snillingur kevi hartur vera líka fyndinn vissa leyti klassískur will ferrellur adema mckay gary sanchez productions mynd segja fínn afþreying
568,577,8,virkilega fínn skemmtilegur mynd spennandi fyndinn
569,578,7,vera skemmtilega klikka ótrúlegur mynd flottur myndataka töff action atriði spennandi nógur bad ass fólk bada ass oneliners fínn afþreying skemmtilegur horfa svona mynd selfoss
570,579,7,mjög spennandi mynd harka hasar fullur fínn leikari vera fíll ágætlega persóna common leika koma ferskur inn hráttold school stemning vita leyti saga hafa geta gera ár
571,580,7,risastór action mynd fullur mjög flottur atriði tæknibralla to the maxa mjög fyndinn kafli spennandi marvel heimur áhugaverður maður alltaf margur marvel mynd
572,581,6,áhugaverður horfa svona gamall klassískur mynd sjá þekktur leikari ungirungur skemmtilegur atriði pæling finna líf gleðja maður drami svolítið þungur lokinn
573,582,8,harka hasarmynd stór flottur action atriði mjög spennandi mikill sjónarspil skemmtilega klikkaður mynd taka vera skoða imdbur stór hluti leikari vera ástralía áhugaverður viðeigandi
574,583,9,algjör snilld sprenghlægilegur mynd góður blanda action spenna grín vitleysa fullur fínn leikari melissa mccarthy algjör snillingur jason stathamur leika líka óvenja fyndinn karakter
575,584,7,skemmtilegur vitleysa spennandi fyndinn góður afþreying
576,585,6,mjög spennandi áhugaverður plot twists cons
577,586,7,rosalegur stórslysamynd endalaus eyðilegging spennandi góður action tæknibralla peningur
578,587,6,fyndinn vitleysa persóna dave franco leika vera mjög góður fínn afþreying góður búa búa ekki mikill_NEG
579,588,6,algjör vitleysa fyndinn vitleysa steiktur húmor mega búa ekt seth macfarlanefamily guy húmor
580,589,6,spennandi góður action góður húmor milli arnolda schwarzenegger ennþá meðetta
581,590,8,virkilega spennandi mynd svakalegur action ótrúlegur tæknibrella góður staff gaman endurvökta franchise hlakka sjá margur mynd
582,591,8,virkilega fínn mynd spennandi góður leikari magnaður sorglegur saga
583,592,6,skemmtilegur fyndinn mynd
584,593,8,mjög fyndinn mynd mikill húmor marvel mynd vera handritshöfundur edgur wright adamur mckay þekktur góður grínmynd spennandi mynd fínn action flottur tæknibrella minna smáur honey i shrunkur the kid fyndinn sjá wood harris avon barksdale the wire leika lögga
585,594,7,skemmtilegur mynd fyndinn spennandi skemmtilega kjánalegur silly
586,595,8,mjög spennandi mynd góður action fullur töff atriði góður húmor líka mission impossible mynd vera alltaf skemmtilegur gaman svona ævintýri ganga ótrúverðugur máti svipað frændi ethur huntur james bond jason bourne jack bauer
587,596,7,bull vitleysa mjög fyndinn vitleysa slatti góður aukaleikari lítill skemmtilegur hlutverk góður mynd búa vera ekki svakalegur_NEG vænting_NEG
588,597,8,sprenghlægilegur vitleysa eiginlegur vitleysa tími ganga alveg upp
589,598,5,ágæti mynd krúttlegur lífsdrami fólk finna líf fínn leikari
590,599,6,skemmtilegur mynd smár family friendly action fínn afþreying elda ágætlega lesliehalliwell
591,600,7,töff mynd spennandi fínn action gaman svona persóna sérstakur eiginleiki ofurkraftur
592,601,7,virkilega spennandi mynd rosalega intense maður vera alveg taug kafli brútal ofbeldi
593,602,7,góður mynd mjög áhugaverður saga ná finna leikari vera ágætlega líkur n.w.a. crewinu mynd vera langur búa við nógur góður tónlist
594,603,6,fyndinn sillykjánalegvitleysa áhugaverður conceptplot smá þurrvandræðalegur húmor flight the conchords vanta smáur sögunahandrit gera góður kvikmynd
595,604,6,drami líf léttur húmor milli
596,605,8,magnaður mynd mjög spennandi dramatískur flottur leikari ingvar e. sigurðsson fá margur lína mikill tjaldtími búa stóð vel charlotte bvinga sjá líka bregða fyrir vera skoða credit listi maður gera stormur jón kormákur baltasarsson leika líkur lítill hlutverk magnaður landslag fullur flottur skot gaman sjá vera hellingur íslending vinna tæknibrella vera m.a.s. visualja effects supervisor
597,606,7,létt skemmtilegur mynd fínn leikari gaman sjá rober de niro æfa framan spegill aftur vita ekki eiga_NEG vera_NEG vísun_NEG taxa_NEG driver_NEG startupva vinkill vera áhugaverður
598,607,9,rosalegur mynd virkilega spennandi halda maður tá eiginlega alveg byrjun tónlist hafa hellingur segja vel gera jóhannur jóhannsson intense stemning dark mynd sjónvarpsþáttur narcos gefa mjög skuggalegur sýn suðurameríkur eiturlyfjabransi flottur myndataka sérstaklega töff skot
599,608,6,fínn teiknimynd finna húmor vera barnalegur disneypix munu krakki salur virða alveg vera fíll þessi hafa hugsanlega vera skemmtilegur maður hafa horfa útgáfa enskur tal p.s. birni s.s. passa frændi
600,609,5,mikill kjánalega brandari ekki alveg_NEG fljúga_NEG stundum_NEG vera_NEG koma_NEG hringur_NEG þannig_NEG maður_NEG hlæja_NEG vera_NEG kjánalegur_NEG handrit saga ekki góður_NEG fyrstur_NEG mynd_NEG leikari ekki gera_NEG frábær_NEG hlutur_NEG ágætur söngvari þarna oh happy day vera catchy lesliehalliwell
601,610,8,mjög góður mynd áhugaverður saga flott myndataka góður leikari spennandi áhugaverður pæling varða geimvísindi mögulegur framtíð geimferð
602,611,7,rosalegur hrollvekja vera stressborðandi popp fullur virkilega creepy mynd spennandistressandur algjör adrenalína rússíbani góður leikari mjög flottur myndrænn kvikmynd mega búa guillermo del toro
603,612,7,klikkaður tvíburi tom hardy standa mjög vel leika báðir brútall mynd áhugaverður saga old school gangster mynd alveg ofbeldi drami
604,613,7,góður mynd spennandi mjög áhugaverður saga gaman svona disruption saga fólk óhræddur prófa nýr brjóta gamall kerfi
605,614,7,töff mynd mjög spennandi klassískur bond húmor action stelpa vondur kalli mega ekki gleyma_NEG exótíska_NEG staður_NEG flota_NEG arkitektúr_NEG virða vera gera saga djúpur flókinn tengja daniel craig mynd saman
606,618,8,mjög spennandi mynd góður action töff brella áhugaverður saga ágæti endir saman
607,619,5,fyndinn mynd mikill bull vitleysa stundum mikill bull kjánalegur frekar langur mín. hafa kannski koma vel hafa vera stuttur mikill keyrsla mynd detta meira lífsdrami rómantískur drami seinn helmingur búa aðeins góður mynd aðeins fyndinn mynd finna áhugaverður sjá tildur swinton dulargervi
608,620,8,mjög fyndinn mynd rugl vitleysa svipaður húmor margur seth rogenva mynd mikill skemmtilegur tilvísun klassískur jólamynd góður stöff fínn jólamynd
609,621,7,öðruvísi jólamynd gaman svona stopmotion mynd góður húmor skrautlegur persóna áhugaverður dannyja elfman syngja aðalpersóna jack skellington maður þekkja dannyja elfman aðallega tónlist semja kvikmynd sjónvarpsþáttur lesliehalliwell
610,622,9,rosalegur mynd spennandi fyndinn töff magnaður action atriði virkilega flottur tæknibrella kúl d atriði gaman sjá gamall persóna finna atriði gamall mynd same same butva differendur hlakka sjá næstur mynd það vera áhugaverður sjá credit listi bill hader ben schwartz titla bbur voice consultants simon pegg ljáður líkur rödd koma j.j. abramur klíka daniel craig líkur listi stormtrooper jb uncredited
611,623,8,ljúfur mynd fyndinn toppur rómantískur mynd klassík
612,624,7,mjög fyndinn mynd sérstaklega hlé fara rugl bull vitleysa góður máti t feyja amyja poehler vera snillingur slatti góður persóna leikari
613,625,7,fyndinn mynd léttklikkaður misgóður kafli endir vera góður bjarga horn fínn afþreyingur
614,626,7,flottur byrjun title credits skemmtilegur mynd töff flottur action atriði smár lock stocksnatch stíll atriði góður húmor spennandi
615,627,8,töff mynd spennandi margur leyti ekt tarantino mynd flottur myndataka langur samtal áhugaverður karakter brútal slatti leikari tarantino klíka heldri kvikmynd gera aðallega rými vera oft áhugaverður geta koma skemmtilega þannig munu maður smáur leikrit
616,628,8,mjög góður mynd virkilega áhugaverður saga persóna nógur góður leikari spennandi nettur húmor adema mckay leikstýra skrifa ná hafa dóttir mynd koma smár skot the landlord áhugaverður myndataka klipping sérstakur stíll vita ekki eiga_NEG lýsa_NEG hversu_NEG mikið_NEG brjálæði_NEG vera_NEG gangur_NEG eiga_NEG vera_NEG heimildamyndastíll_NEG maður_NEG vera_NEG fylgja_NEG með_NEG
617,629,9,magnaður mynd magnaður saga flottur myndataka magnaður náttúra hálfgerður listaverk oft vera lítill tala koma vel út spennandi átakanlegur brútal virkilega góður leikari atriði minna atriði the empire strikes back
618,630,8,magnaður saga spennandi hrífandi rannsóknarvinna það fullur fínn leikari mjög góður mynd vera mjög forvitinn vita tala richard sipe rithöfundur sálfræðingur vera bara tala sími finna kanna rödd vera ekki tengja_NEG wikipedia imdb vera richard jenk geta maður anda létt
619,631,8,flottur mynd magnaður saga mjög áhugaverður spennandi gaman svona davíð golíat saga góður leikari nógur góður mynd bíó núna awardseason góður upphitun super bowl
620,632,7,intense mynd mjög spennandi svakalegur atburðarás mikill flottur actionbardagi atriði brútal ekt michael bay mynd margur leyti mikið sprenging drami væmni merica langur mynd minna homeland þáttur bara x stór mjög
621,633,8,mjög áhugaverður mynd skemmtilegur pæling varða tækni gervigreind spennandi thriller mjög flottur landslag tæknihöll mynd vera víst taka noregi höll vera líka rosalegur yfiralla mjög flott mynd líta mjög vel út mjög kúl góður leikari intense stemning gaman sjá bróðir the force awakens
622,634,7,góður mynd skemmtilegur blanda grín action öðruvísi ofurhetjumynd mjög fyndinn brútal ofbeldi fjórði veggur vera brjóta ítrekað mynd taka ekki mjög_NEG hátíðlega_NEG vera_NEG hressandi_NEG
623,635,6,skemmtilegur barnamynd fyndinn kafli fínn saga p.s. birni s.s. passa frændi hún smár æfing p.p.s. evrópskur original titill myndinn ooops noah is gone íslenska heita úbb nói farinn
624,636,7,alltaf áhugaverður fræða mikill líf steve job góður mynd ekt aaron sorkinn samtal intense dramatískur áhugaverður vinkill einbeita mikilvægur vörukynning launches samband steve jobsva dóttir sinn lisa
625,637,7,rosalegur vitleysa fyndinn vitleysa fara oft langur strik mega svosem búa sacha baron cohen fínn action
626,638,6,skemmtilegur mynd elda bara vel arnold fara kostur fullur gullmoli góður seinn svo koma skemmtilega óvart kindergarten cop víst leið lesliehalliwell
627,639,7,skemmtilegur mynd nett klikkaður fyndinn fínn action sam rockwell önn kendrick vera góður leika wackyquirky persóna
628,640,6,silly romcom fyndinn fínn saga hafa vera vita leyti formúlukennd
629,641,6,klikkuðsúr mynd ágæti action fínn húmor silly ekki alveg_NEG nógur_NEG þétt_NEG keyrsla_NEG detta_NEG smá_NEG kafli_NEG leikari ekki alltaf_NEG mjög_NEG sannfærandi_NEG kannski_NEG vera_NEG bara_NEG handrit_NEG hafa_NEG vinna_NEG með_NEG fínn afþreyingur
630,642,6,silly action mynd ágæti húmor fínn action milli langur mynd ekki viss_NEG elda_NEG vel_NEG minna hafa finna skemmtilegur snemmt
631,643,7,mikið ofurhetja vera alltaf bæta við klassískur marvel mynd flottur stór action atriði nóg tæknibrella eyðilegging ofurhetja mikill húmor fínn létta aðeins stemning
632,644,7,bad neighbours líka kalla fyndinn vitleysa týpískur framhaldsmynd leyti svipaður fyrri mynd bara aðeins þunnur vera hægur hlæja hellingur þessi
633,645,6,þungur mynd búa við meira drami áhugaverður mynd ströggl hugmyndasmiður frumkvöðull mynd flokka biography comedy drami taka ekki mikið_NEG brandari_NEG flottur leikari
634,646,8,flottur mynd mjög spennandi fullur fínn leikari gríðarlegur magn flota tæknibrella eyðilegging oft marvel mynd atriði vera mjög fyndinn koma skemmtilega óvart toppur afþreyinga
635,647,7,fínn saga smá rómi kynþokki fylgja oft vampíruævintýraheimur upplagður netflixandchill
636,648,6,meira drami teen angast fyrri mynd ekki alltaf_NEG toppur_NEG leika_NEG gangur_NEG spennandi ágæti action milli tæknibrella ekki alltaf_NEG trúverðugur_NEG kannski_NEG bara_NEG gæði_NEG netflixandchill
637,649,7,spennandi fínn action netflixandchill
638,650,7,mikill production value fyrri myndun atriði varúlfur vera frekar skrýtiðkjánalegur spennandi atriði viðbót fyrri hluti credit listi netflixandchill
639,651,7,áhugaverður sjá munur fyrstur mynd vera budget milljón mynd vera budget milljón spennandi mynd fínn ævintýrasupernaturalja saga flottur action atriði netflixandchill
640,652,7,mjög fyndinn vitleysa fullur fínn action atriði dwayne frændi alltaf skemmtilegur spennandi fínn afþreying
641,653,7,spennandi skemmtilegur saga góður leikari
642,654,8,fáránlega fyndinn mynd algjör vitleysa vel gerður mynd ganga alveg vera mjög góður skemmtun góður keyrsla góður rythmi fjórir vera góður blanda vitleysingur en mjög forvitinn viti apple borga vörulaum e. product placement vera m.a.s. atriði apple payja
643,655,6,vitleysa fyndinn vitleysa fínn afþreying ekki góður_NEG mynd_NEG melissa_NEG mccarthy_NEG
644,656,7,mjög spennandi flottur action atriði flottur ævintýraheimur umhverfi gervinbúningur vera mjög áhugaverður sjá jeff bezos stofnandi amazon credit listi víst mikill sta trek aðdáandi fá vera geimverugervi atriði
645,657,6,kraftmikill mynd mikill tilfinning áhugaverður sjá hvernigur peppar hafa orka vera sviði tími dagur röð
646,658,8,mjög spennandi mynd magnaður action sérstaklega klessubílaeltingaleikur lokinn bourne samsteypa klikka ekki töff stöff
647,659,6,fínn afþreying góður soundtrack fullur fínn lag mynd vera svona stundum vanta einhver kannski vera bara góður handrit góður samtal mikill aðdáandi marvel mynd ná mikill flug hafa mikill skemmtanagildi
648,660,8,mjög fyndinn spennandi mynd svartur húmor fullur skemmtilega klikkaður atriði lítill stelpa angourie rice vera algjör snillingur góður s stemning búningur umhverfi tónlist mjög góður skemmtun
649,661,7,mjög áhugaverður saga frekar klikkaður atburðarás greinilega hægur græða hellingur peningur siðferði trufla maður spennandi mynd fyndinn kafli
650,662,8,svakalegur stórslysamynd mjög spennandi mikið sprenging mikið drami góður keyrsla vandaður vel gerð fullur fínn leikari
651,663,7,fyndinn vitleysabmynd spennandi fínn action gott soundtrack gaman sjá dillon francis cameo toppur afþreyinga
652,664,6,mikill vitleysa stundum mikill vitleysa fyndinn milli svakalega mikill þekktur fólk cameos gaman sjá framhald legendary mynd framhald hafa ekki vera_NEG gott_NEG fyrstur_NEG mynd_NEG
653,665,7,flottur mynd spennandi magnaða tæknibrellur búa töfraheimur áhugaverður viðbót marvel heimur skemmtilegur pæling líka varða hugur magnaður hægt gera hafa áhrif á góður húmor margur marvel mynd doctor strange vera skemmtilegur óvenjulegur sidekick
654,666,6,fyndinn mynd áhugaverður concept silly skemmtilega rugluðkjánalegur fínn afþreying
655,667,8,magnaður scifi mynd virkilega góður mjög spennandi áhugaverður pæling skemmtilegur plot finna alltaf gaman sjá hvernigur fólk geimvera samskipti hún flottur myndataka tónlist jóhannur jóhannsson vera gera góður hlutur
656,668,7,mjög fyndinn mynd góður vitleysa áhugaverður horfa svona mynd maður átta nýr foreldrahlutverk
657,669,7,mjög spennandi alltaf áhugaverður sjá mynd fár leikari gaman skyggna náið cloverfieldur heimur vera alveg sjá margur mynd þurfa maður bíða ár næstur mynd áhugaverður fylgja mikið kvikmynd sjónvarpsþáttur j.j. abramur koma ganga mikill dulúður mystery
658,670,8,virkilega skemmtilegur mynd spennandi góður action flottur tæknibrellur ekki oft_NEG d_NEG tæknibralla_NEG koma_NEG svona_NEG vel_NEG skemmtilega_NEG út_NEG síðar ekki varla_NEG mjög fyndinn gaman velja taka flétta húmor spenna læti gaman skyggna mikill harryja potter heimur hlakka sjá margur mynd sería
659,671,7,mjög spennandi góður action góður húmor brandari örlítið þvinga vissa leyti klassískur sta wars mynd vera finna hjól vera svona smár hafa sjá svipaður áður gaman sjá meira heimur flottur mynd alltaf gaman sjá ísland kvikmynd
660,672,7,fínn afþreying skemmtilegur töfrabragð sjónhverfing gaman persóna heita hannes áhugaverður sjá davidur copperfieldur vera framleiðandi daniel radcliffe elska greinilega leika töframynd
661,673,6,spennandi scifi mynd fínn action atriði minna mikið tölvuleikur cgi action
662,674,8,magnaður mynd virkilega vel gerður fullur fínn leikari ná velja leikari breyta þannig margur líkur alvara persóna hádramatískur mynd svakalega spennandi flottur myndataka góður keyrsla flottur hvernig alvara upptök frétt vera blandaður leika efni minna maður enn frekar gera alvara ekki langur_NEG síðan_NEG virkilega áhugaverður sjá tímalína fræða náið gera örfár dagur
663,675,7,mjög spennandi áhugaverður sjá hluti pablo escobar saga sjónarhorn fínn leikari
664,676,7,spennandi mynd svakalegur actionbardagaatriði brútal líkur nettur húmor milli vegi kómískur atriði svipaður þema fyrstur mynd bermensch vondur kalli kona flott myndataka slatti mjög skemmtilegur skot
