movie,review,rating,sentiment
CROCODILE DUNDEE II,"Myndin hefur frábæra lokaspennusenu. Söguþráðurinn var góður, hvernig Dundee og Sue búa saman og þau þurfa svo að flýja. Það voru mörg atriði sem ég hélt að væru úr fyrstu myndinni en voru í þessari. Þessar tvær myndir eru næstum jafn góðar.",9,Positive
DON'T LOOK UP,"Þrátt fyrir nokkur hallærisleg augnablik þá er þessi mynd besta mynd 2021. Heimsendirinn í myndinni var fallegt augnablik. Þessi mynd inniheldur húmor, drama, tilfinningar og góðan leik. Myndin hefði getað verið styttri vegna nokkura óþarfa atriða.",9,Positive
BEVERLY HILLS COP II,"Myndin er alltof lík fyrstu, myndin er fyrsta myndin gerð aftur nema með fleiri óþarfa spennusenum. Sagan er alltof lík fyrstu myndinni og er þessi mjög gleymanleg. Óþarfa og leiðinlegt framhald en samt áhorfsvænt með nokkrum fyndnum grínum.",6,Positive
BIG MOMMA'S HOUSE 2,Þau eru að reyna að vera fjölskylduvænni í myndinni og það tekst. Þau reyna meira að segja að hafa spennusenur í sögunni og það tekst líka. Þessi mynd er fyndnari en sú fyrsta með skemmtilega fjölskyldu og hún gerist á fjölbreyttari stöðum.,9,Positive
TED,MacFarlane sannar að hann kann líka að gera gott leikið efni. Hugmyndin er góð og svarti húmorinn er geðveikur. Sumt í söguþræðinum var ómerkilegt og hefði samt mátt sleppa. Myndin hefur tilfinnalegt gildi og er einlæg. Alveg ein besta grínmynd seinni tíðar.,9,Positive
THE HANGOVER PART II,Það þurfti endilega að gera framhald sem var óþarfi. Manni leið eins og maður var að horfa á fyrstu myndina aftur nema í Bangkok. Samt fyndin og skemmtileg þó að margt vantaði upp á. Teddy sem á að vera venjulegi í myndinni er leiðinlegur. ,7,Positive
CROCODILE DUNDEE,Hogan skýn í gegn í þessari mynd sem sveitastrákur í stórborg. Ég held samt að söguþráðurinn hefði getað verið aðeins áhugaverðari en nostalgían bætir upp fyrir það. Karakter Hogans er það besta við myndina sem gerir hana að frábærri skemmtun.,8,Positive
BEVERLY HILLS COP,"Þessi mynd er spennandi, skemmtileg og örugglega ein besta gamanmynd áttunar. Þrátt fyrir sum barnaleg grín er myndin samt mjög fyndin. Leikurinn í myndinni, hugmyndin og sagan skína í gegn í henni. Hún er samt betri sem spennumynd en grínmynd.",8,Positive
BIG MOMMA'S HOUSE,"Ekkert atriði er í samhengi í þessari mynd en hún er samt alveg frábær. Söguþráðurinn var góður þó að hann sé ekki nýr, Mrs. Doubfire fékk fyrst hugmyndina. Ég hló allavega mikið af myndinni en það er örugglega vegna þess að hún er mikil steypa.",8,Positive
ALLRA SÍÐASTA VEIÐIFERÐIN,"Myndin toppar fyrstu myndina rækilega og er fjölbreyttari, fyndnari, steiktari og betur gerð. Karakterinn Ingvar er einn besti karakter Íslandsögunnar og er myndin eitt af bestu íslensku gamanmyndunum. Hún er fullkominn, ekkert vantar.",10,Positive
SÍÐASTA VEIÐIFERÐIN,"Afþreyingin vantar ekki í myndina og er hún skemmtileg og fyndin þó að það vanti mörg grín, fjármagn og kvikmyndatakan er oft ekki sú besta. Myndin var samt með of mikla eitraða karlmennsku en er samt ein besta íslenska gamanmynd seinni ára.",8,Positive
THE HANGOVER,"Léttilega fyndnasta gamanmynd allra tíma verð ég að segja. Spennan á milli karakterana, húmorinn og söguþráðurinn er mjög góður og heldur áhorfandinn við efnið léttilega. Held samt að Doug hefði átt að fá fleiri senur. Uppáhalds grínmyndin mín.",9,Positive
DOG,"Þessi mynd er titluð gamanmynd en er í rauninni dramamynd. Myndin hefur ekki að geyma nógu mörg grín, þó að það voru einhver. Mér líkaði við suma parta í myndinni en myndin var framkvæmd illa, en góð hugmynd samt. Myndin er samt frekar falleg.",7,Positive
