num,id,review,rating,sentiment
538,547,Skemmtileg mynd. Gaman að sjá hana aftur mjög langt síðan síðast  sérstaklega eftir að hafa nýlega séð stóra píanóið í FAO Schwarz í New York.,6,Positive
539,548,Fyndin vitleysa. Spennandi. Góð blanda hún var eiginlega jafn fyndin og hún var spennandi. Gaman að sjá þetta New Girl duo fíflast.,7,Positive
540,549,"Spennandi mynd. Meiri spæjaramynd heldur en hasarmynd. g bjóst við aðeins meiri keyrslu, hún var nokkuð hæg á köflum. Flott s stemning yfir myndinni. Fínir leikarar. Mjög gaman að sjá laf Darra, þó að þetta var ekki stórt hlutverk hjá honum.",6,Positive
541,550,"Klassísk mynd. Ennþá mjög fyndin. Algjör vitleysa. 

Sá þessa í bílabíói hluti af RIFF. ",7,Positive
542,551,hugaverð mynd byggð á sannsögulegum atburðum. Spennandi.,6,Positive
543,552,"Rosaleg mynd! Spennandi. Brútal. Denzel er grjótfknharður! Vel gerð mynd  hún náði góðu flugi, hreyf mann alveg með sér. Persóna Denzel var smá svona Jack Bauer, James Bond, Jason Bourne, onemanarmy...",8,Positive
544,553,"Spennandi mynd. Flottar tæknibrellur. Ekta Luc Besson bílaeltingaleikir. hugaverðar pælingar varðandi hvað viðheilinn getum gert, hvað er mögulegt. Frekar stutt  fannst kannski eitthvað vanta til að gera myndina heilstæðari, endirinn var nokkuð snubbóttur. 

 Við sáum þessa mynd í New York.  AMC bíóinu við Times Square. ",7,Positive
545,554,"Drama. Lífið. Fyndin inn á milli. Fínasta mynd, nokkur mjög fín atriði, en ekki eins góð og Garden State. Alls konar fólk að finna sig í lífinu. Gaman að sjá bíómynd sem maður hjálpaði með að fjármagna að vissu leyti ;",7,Positive
546,555,Spennandi. Brútal. Fullt af fínum leikurum. Flott íslensk actionmynd.,7,Positive
547,556,"Rosalega spennandi mynd. Mjög áhugaverð saga  greip mann algjörlega. Skemmtilega öðruvísifrumleg. Tónlistin hjá Trent Reznor og Atticus Ross passaði vel við  spooky, drungaleg, tense. Topp eintak af kvikmynd. Mér fannst áhugavert að sjá að Reese Witherspoon var ein af framleiðendunum.",8,Positive
548,557,Skemmtileg mynd. Hugljúf. Fín tónlist.,6,Positive
549,558,"Flott mynd. Spennandi. Fullt af fínum leikurum. g var að fíla vélmennin  skemmtilegar persónur : Mér fannst nice touch að hafa alltaf þögn í geimnum af því að þar heyrist ekkert hljóð  bara tónlist með þannig skotum. 
 
Djúpar og áhugaverðar pælingar og kenningar varðandi ormagöng, svarthol, margar víddir, afstæðiskenninguna, tíma og rúm... Myndin er mjög löng, en hún var ekki langdregin  fín saga. 

að hafði smá áhrif á upplifunina að við sátum á fremsta bekk :P 

 Team Growth Space Mission",8,Positive
550,559,"Mjög fyndin vitleysa. Rosalega mikil vitleysa. Fullt af vísunum í fyrstu myndina. Bill Murray leikur skemmtilegt aukahlutverk. 
að er skemmtilegt auka atriði crazy credits eftir allan credit listann.",7,Positive
551,560,Mjög spennandi mynd. Flott mynd leit vel út. Drama. Action. hugaverð saga. Hlakka til að sjá síðustu myndina.,8,Positive
552,561,Mjög spennandi mynd. Góður thriller. Jake Gyllenhaal var brjálæðislega creepy og siðferðislega blindur. hugaverð saga.,7,Positive
553,562,"Mikið af slapstick húmor fólk að meiða sig og önnur fíflalæti. Stundum of kjánalegt, of mikil fíflalæti... Stundum var þetta aðeins of random. Enginn stórleikur í gangi. En alveg hægt að hlægja að sumum atriðunum og gaman að vera búinn að sjá þessa mynd sem svo margir tala um.",5,Negative
554,563,"hugaverður heimur. Nokkrar áhugaverðarsérstakar persónur karakterar. hugaverð saga. Spennandi. En stundum var flæðiðhandritið ekki alveg nógu gott, smá random, eins og það vantaði eitthvað. Mikið ofbeldi. Gaman að sjá Tómas Lemarquis í smá hlutverki. Suðurkóresk mynd byggð á franskri myndasögu, tekin upp í Tékklandi og Austurríki  skemmtileg blanda :",6,Positive
555,564,Fyndin vitleysa. Spennandi. Fínasta afþreying.,6,Positive
556,565,"Mjög flott mynd. Spennandi. Magnaðir bardagar. Magnaðar landslagsmyndatökur. Magnaður ævintýraheimur. Já, sem sagt mögnuð mynd : Nokkrir skemmtilegir bardagar sem mér fannst vera í smá Mortal Kombat stíl.",8,Positive
557,566,"Spennandi mynd. Fínasta action. Svipuð mynd og hinar Taken myndirnar  eltingaleikur, vondir kallar og Liam Neeson að fokka upp fólki. Fínasta afþreying. Töff tónlist. Handritið hefði getað verið betra. eir sem fíla ekki ótrúverðugar myndir gætu þurft að forðast þessa ;",6,Positive
558,567,Virkilega flott og vel gerð mynd. Spennandi. Dramatísk. Tilfinningarík. hugaverð saga  sérstaklega þar sem þetta er byggt á sannsögulegum atburðum. Enn ein kvikmyndin sem sýnir hvað stríð eru hræðileg og eyðileggja fólk og fjölskyldur þeirra á margan máta. Drone sjónarhornin minntu mig smá á Wikileaks myndina Collateral Murder.,8,Positive
559,568,Krúttleg og skondin. Smá skrýtin á köflum. Handritið hefði getað verið betra.,5,Negative
560,569,Mjög fyndin vitleysa. Fullt af sprenghlægilegum atriðum. Skrautlegar persónur. Topp afþreying. Gaman að sjá iJustine í smá hlutverki. ,8,Positive
561,570,"Töff mynd. Spennandi. Flott action atriði. Gott grín inn á milli. Fullt af fínum leikurum. Meira að segja Mark Hamill, sem ég þekkti ekki í gervinu sínu. g væri alveg til í að sjá framhald af þessari mynd.",8,Positive
562,571,Skemmtileg mynd. Hugljúf. hugaverð saga og sniðugar tengingar við samfélagsmiðla. Road trip hlutinn var einna skemmtilegastur.,7,Positive
563,572,Töff mynd. Spennandi. Gott action. Töff tónlist. Fullt af fínum leikurum í minni hlutverkum. Töff hvernig textinn fyrir rússneskuna subtitles var birtur. hugavert að sjá að Eva Longoria var ein af framleiðendunum. Svo sá ég CCP Games í Special Thanks To  það var víst verið að spila leikinn EVE: Legion í myndinni. gætt vörulaum :,7,Positive
564,573,"Algjör vitleysa. Var ekki með miklar væntingar og þessi mynd var nokkurn veginn eins og ég bjóst við, s.s. ekki topp gæði. Alveg fyndin á köflum. Allt í lagi afþreying. Adam Scott var eiginlega besturferskastur. ",5,Negative
565,574,Fyndin vitleysa. Eldist ágætlega. Allir klassísku gaurarnir í Sandler genginu.,6,Positive
566,575,Spennandi. Að einhverju leyti týpískur s thriller. Fór aðeins að stúdera credit listann og það er sorglegt að báðar stelpurnar leikkonurnar dóu ungar.,6,Positive
567,576,"Mjög fyndin vitleysa. Will Ferrell er snillingur. Kevin Hart var líka fyndinn. Að vissu leyti klassísk Will Ferrell og Adam McKay Gary Sanchez Productions mynd  sem sagt, fínasta afþreying.",7,Positive
568,577,Virkilega fín og skemmtileg mynd. Spennandi og fyndin.,8,Positive
569,578,etta eru skemmtilega klikkaðar og ótrúlegar myndir : Flott myndataka. Töff action atriði. Spennandi. Nóg af bad ass fólki og bad ass oneliners. Fínasta afþreying. Skemmtilegt að horfa á svona mynd á Selfossi ; ,7,Positive
570,579,Mjög spennandi mynd. Hörku hasar. Fullt af fínum leikurum. g var að fíla ágætlega persónuna sem Common lék  kom ferskur inn. Eitthvað hráttold school við stemninguna  að vissu leyti er þetta saga sem hefði getað gerst fyrir  árum.,7,Positive
571,580,Risastór action mynd. Fullt af mjög flottum atriðum  tæknibrellur to the max. Mjög fyndin á köflum. Spennandi. Marvel heimurinn er áhugaverður  maður er alltaf til í fleiri Marvel myndir.,7,Positive
572,581,"hugavert að horfa á svona gamlar, klassískar myndir. Sjá þekkta leikara þegar þeir voru ungiryngri. mis skemmtileg atriði. Pælingar með að finna sig í lífinu, hvað gleður mann. Drama. Svolítið þung í lokinn.",6,Positive
573,582,Hörku hasarmynd. Stór og flott action atriði. Mjög spennandi. Mikið sjónarspil. Skemmtilega klikkuð mynd. g tók eftir þegar ég var að skoða IMDb að stór hluti af leikurunum eru frá stralíu. hugavert. Viðeigandi.,8,Positive
574,583,"Algjör snilld! Sprenghlægileg mynd. Svo góð blanda: Action, spenna, grín og vitleysa. Fullt af fínum leikurum. Melissa McCarthy er algjör snillingur. Jason Statham lék líka óvenju fyndinn karakter.",9,Positive
575,584,Skemmtileg vitleysa. Spennandi. Fyndin. Góð afþreying.,7,Positive
576,585,Mjög spennandi. hugaverð plot twists og cons.,6,Positive
577,586,Rosaleg stórslysamynd! Endalaus eyðilegging. Spennandi. Gott action. Tæknibrellur fyrir allan peninginn.,7,Positive
578,587,Fyndin vitleysa. Persónan sem Dave Franco lék var mjög góð. Fínasta afþreying. Betri en ég bjóst við bjóst ekki við miklu.,6,Positive
579,588,Algjör vitleysa. Fyndin vitleysa. Steiktur húmor eins og við mátti búast. Ekta Seth MacFarlaneFamily Guy húmor.,6,Positive
580,589,Spennandi. Gott action. Góður húmor inn á milli. Arnold Schwarzenegger er ennþá meðetta.,6,Positive
581,590,Virkilega spennandi mynd! Svakalegt action. trúlegar tæknibrellur. Gott stöff. Gaman að þeir endurvöktu þetta franchise  hlakka til að sjá fleiri myndir :,8,Positive
582,591,Virkilega fín mynd. Spennandi. Góðir leikarar. Mögnuð og sorgleg saga.,8,Positive
583,592,Skemmtileg og fyndin mynd.,6,Positive
584,593,"Mjög fyndin mynd. Meiri húmor en í öðrum Marvel myndum. Enda eru handritshöfundarnir Edgar Wright og Adam McKay þekktir fyrir góðar grínmyndir. Spennandi mynd. Fínasta action. Flottar tæknibrellur. Minnti mig smá á Honey, I Shrunk the Kids ; Fyndið að sjá Wood Harris Avon Barksdale í The Wire leika löggu.",8,Positive
585,594,Skemmtileg mynd. Fyndin. Spennandi. Skemmtilega kjánaleg silly.,7,Positive
586,595,"Mjög spennandi mynd. Gott action  fullt af töff atriðum. Góður húmor líka. Mission: Impossible myndirnar eru alltaf skemmtilegar. Gaman af svona ævintýrum sem ganga upp á ótrúverðugan máta  svipað og hjá frændum Ethan Hunt; James Bond, Jason Bourne og Jack Bauer. ",8,Positive
587,596,Bull og vitleysa. Mjög fyndin vitleysa. Slatti af góðum aukaleikurum í litlum og skemmtilegum hlutverkum. Betri mynd en ég bjóst við var ekki með neinar svakalegar væntingar.,7,Positive
588,597,Sprenghlægileg vitleysa. Eiginlega vitleysa í gegn allan tímann  og það gekk alveg upp.,8,Positive
589,598,gætis mynd. Krúttlegt lífsdrama fólk að finna sig í lífinu. Fínir leikarar.,5,Negative
590,599,Skemmtileg mynd. Smá family friendly action. Fínasta afþreying. Eldist ágætlega. LeslieHalliwell,6,Positive
591,600,Töff mynd. Spennandi. Fínasta action. Gaman af svona persónum með sérstaka eiginleika og ofurkrafta.,7,Positive
592,601,Virkilega spennandi mynd. Rosalega intense! Maður var alveg á taugum á köflum. Nokkuð brútal ofbeldi.,7,Positive
593,602,Góð mynd. Mjög áhugaverð saga. eir náðu að finna leikara sem eru ágætlega líkir N.W.A. crewinu. Myndin var nokkuð lengri en ég bjóst við. Nóg af góðri tónlist :,7,Positive
594,603,Fyndin. Sillykjánalegvitleysa. hugavert conceptplot. Smá þurrvandræðalegur húmor eins og í Flights of the Conchords. Vantaði smá upp á sögunahandritið til að gera þetta að betri kvikmynd.,6,Positive
595,604,Drama um lífið með léttum húmor inn á milli.,6,Positive
596,605,"Mögnuð mynd. Mjög spennandi og dramatísk. Flottir leikarar. Ingvar E. Sigurðsson fékk fleiri línur og meiri tjaldtíma en ég bjóst við  stóð sig vel. Charlotte Bving sást líka bregða fyrir. egar ég var að skoða credit listann eins og maður gerir sá ég að Stormur Jón Kormákur Baltasarsson lék líka lítið hlutverk. 

Magnað landslag  fullt af flottum skotum. Gaman að sjá að það var hellingur af slendingum sem unnu í tæknibrellunum og einn var m.a.s. visual effects supervisor.",8,Positive
597,606,Létt og skemmtileg mynd. Fínir leikarar. Gaman að sjá Robert De Niro æfa sig fyrir framan spegil aftur  veit ekki hvort þetta átti að vera vísun í Taxi Driver. Startup vinkillinn var áhugaverður.,7,Positive
598,607,Rosaleg mynd! Virkilega spennandi. Hélt manni á tánum eiginlega alveg frá byrjun. Tónlistin hafði helling með það að segja  vel gert hjá Jóhanni Jóhannssyni. Intense stemning. Dark. essi mynd og sjónvarpsþættirnir Narcos gefa mjög skuggalega sýn á SuðurAmeríku og eiturlyfjabransann. Flott myndataka  nokkur sérstaklega töff skot.,9,Positive
599,608,"Fín teiknimynd. En mér fannst húmorinn vera barnalegri en í DisneyPixar myndum. Krakkarnir í salnum virtust alveg vera að fíla þetta. etta hefði hugsanlega verið skemmtilegra fyrir mig ef maður hefði horft á útgáfuna með ensku tali. 

P.S. Við Birna vorum s.s. að passa frænda hennar ;",6,Positive
600,609,Mikið um kjánalega brandara sem voru ekki alveg að fljúga  en stundum var þetta komið í hringi þannig að maður hló að því hvað þetta var kjánalegt. Handritið og sagan voru ekki eins góð og í fyrstu myndinni. Leikararnir voru ekki að gera neina frábæra hluti. gætir söngvarar þarna og Oh Happy Day var nokkuð catchy. LeslieHalliwell,5,Negative
601,610,"Mjög góð mynd. hugaverð saga, flott myndataka og góðir leikarar. Spennandi. hugaverðar pælingar varðandi geimvísindi, hvað er mögulegt og framtíðina í geimferðum.",8,Positive
602,611,Rosaleg hrollvekja! ???? g var stressborðandi poppið mitt á fullu. Virkilega creepy mynd. Spennandistressandi  algjör adrenalín rússíbani. Góðir leikarar. Mjög flott og myndræn kvikmynd  eins og við má búast frá Guillermo del Toro.,7,Positive
603,612,Klikkaðir tvíburar  Tom Hardy stóð sig mjög vel við að leika þá báða. Brútal mynd. hugaverð saga. Old school gangster mynd alveg í gegn  ofbeldi og drama.,7,Positive
604,613,"Góð mynd. Spennandi. Mjög áhugaverð saga. Gaman af svona disruption sögum  fólk sem er óhrætt við að prófa eitthvað nýtt, brjóta upp gamla kerfið.",7,Positive
605,614,"Töff mynd. Mjög spennandi. Klassískur Bond með húmor, action, stelpuna og vonda kallinn. Svo má ekki gleyma exótískum stöðum og flottum arkitektúr. au virðast vera að gera söguna dýpri og flóknari  tengja allar Daniel Craig myndirnar saman. ",7,Positive
606,618,Mjög spennandi mynd. Gott action. Töff brellur. hugaverð saga  ágætis endir á þessu öllu saman.,8,Positive
607,619,"Fyndin mynd. Mikið bull og vitleysa. Stundum of mikið bull og of kjánaleg. Frekar löng  mín.  hefði kannski komið betur út ef hún hefði verið styttri, meiri keyrsla. Myndin datt í meira lífsdrama og rómantískt drama í seinni helmingnum. g bjóst við aðeins betri mynd, aðeins fyndnari mynd. Mér fannst áhugavert að sjá Tilda Swinton í sínu dulargervi.",5,Negative
608,620,Mjög fyndin mynd. Rugl og vitleysa  svipaður húmor og í mörgum Seth Rogen myndum. Mikið af skemmtilegum tilvísunum í klassískar jólamyndir. Gott stöff. Fínasta jólamynd. ,8,Positive
609,621,"ðruvísi jólamynd : Gaman af svona stopmotion myndum. Góður húmor og skrautlegar persónur. hugavert að Danny Elfman söng fyrir aðalpersónuna, Jack Skellington. Maður þekkir Danny Elfman aðallega fyrir tónlistina sem hann er að semja fyrir kvikmyndir og sjónvarpsþætti. LeslieHalliwell",7,Positive
610,622,"Rosaleg mynd! Spennandi. Fyndin. Svo töff. Mögnuð action atriði. Virkilega flottar tæknibrellur. Nokkur kúl D atriði. Gaman að sjá allar gömlu persónurnar. Mér fannst nokkur atriði minna mig á gömlu myndirnar. Same same, but different. Hlakka til að sjá næstu mynd : 

að var áhugavert að sjá á credit listanum að bæði Bill Hader og Ben Schwartz voru titlaðir sem BB Voice Consultants. Simon Pegg ljáði líka röddina sína hann er kominn í J.J. Abrams klíkuna. Svo sá ég að Daniel Craig er líka á listanum undir Stormtrooper JB uncredited ;",9,Positive
611,623,Ljúf mynd. Fyndin. Topp rómantísk mynd  klassík.,8,Positive
612,624,Mjög fyndin mynd  sérstaklega eftir hlé þegar allt fer í rugl. Bull og vitleysa  á góðan máta. Tina Fey og Amy Poehler eru snillingar. Slatti af öðrum góðum persónum og leikurum.,7,Positive
613,625,"Fyndin mynd. Léttklikkuð. Misgóðir kaflar. Endirinn var góður, bjargaði henni fyrir horn. Fínasta afþreying. ",7,Positive
614,626,"Flott byrjun title credits. Skemmtileg mynd. Töff. Flott action atriði. Smá Lock, StockSnatch stíll í sumum atriðum. Góður húmor. Spennandi.",7,Positive
615,627,Töff mynd. Spennandi. Að mörgu leyti ekta Tarantino mynd: Flott myndataka. Löng samtöl. hugaverðir karakterar. Brútal. Slatti af leikurum úr Tarantino klíkunni. etta helsta... Kvikmyndir sem gerast aðallega í einu rými eru oft áhugaverðar og geta komið skemmtilega út  þannig myndir minna mann smá á leikrit. ,8,Positive
616,628,"Mjög góð mynd. Virkilega áhugaverð saga  persónur. Nóg af góðum leikurum. Spennandi. Nettur húmor inn á milli  enda Adam McKay að leikstýra  skrifa. Hann náði að hafa dóttur sína með í myndinni  það kom smá skot úr The Landlord. 
hugaverð myndataka og klippingar  sérstakur stíll. Veit ekki hvort þetta átti að lýsa því hversu mikið brjálæði var í gangi eða hvort það átti að vera heimildamyndastíll á þessu eins og maður væri að fylgjast með.",8,Positive
617,629,Mögnuð mynd! Mögnuð saga. Flott myndataka. Mögnuð náttúra. Hálfgert listaverk. Oft sem það var lítið sem ekkert talað  en það kom samt svo vel út. Spennandi. takanleg. Brútal. Virkilega góðir leikarar. Eitt atriðið minnti mig á atriði í The Empire Strikes Back ;,9,Positive
618,630,"Mögnuð saga. Spennandi og hrífandi. vílík rannsóknarvinna hjá þeim. Fullt af fínum leikurum. Mjög góð mynd. g var mjög forvitinn að vita hver talaði fyrir Richard Sipe rithöfundinn og sálfræðinginn sem var bara talað við í gegnum síma. Mér fannst ég kannst við röddina, en var ekki að tengja. Samkvæmt Wikipedia og IMDb var það Richard Jenkins. á getur maður andað léttar :",8,Positive
619,631,"Flott mynd. Mögnuð saga  mjög áhugaverð. Spennandi. Gaman af svona Davíð og Golíat sögum. Góðir leikarar. Nóg af góðum myndum í bíó núna AwardSeason

Góð upphitun fyrir Super Bowl ; ",8,Positive
620,632,"Intense mynd. Mjög spennandi. Svakaleg atburðarás. Mikið af flottum actionbardaga atriðum. Brútal. Ekta Michael Bay mynd að mörgu leyti: Mikið af sprengingum, drama, væmni og merica! Löng mynd. Minnir mig á Homeland þættina, bara x stærra og meira.",7,Positive
621,633,"Mjög áhugaverð mynd  skemmtilegar pælingar varðandi tækni og gervigreind. Spennandi thriller. Mjög flott landslag í kringum þessa tæknihöll  myndin var víst tekin upp í Noregi. essi höll var líka rosaleg. Yfirallt mjög flott mynd  leit allt mjög vel út, mjög kúl. Góðir leikarar  intense stemning. Gaman að sjá þá bræður svo í The Force Awakens.",8,Positive
622,634,Góð mynd  skemmtileg blanda af gríni og action. ðruvísi ofurhetjumynd. Mjög fyndin. Brútal ofbeldi. Fjórði veggurinn var brotinn ítrekað. essi mynd tók sig ekki mjög hátíðlega  sem var hressandi.,7,Positive
623,635,"Skemmtileg barnamynd. Fyndin á köflum. Fín saga. 
 
P.S. Við Birna vorum s.s. að passa frændur hennar. Smá æfing ; 

P.P.S. Evrópski original titillinn á myndinn er Ooops! Noah is Gone... og á íslensku heitir hún bbs! Nói er farinn.... ",6,Positive
624,636,"Alltaf áhugavert að fræðast meira um líf Steve Jobs. Góð mynd. Ekta Aaron Sorkin samtöl. Intense og dramatískt. hugaverður vinkill að einbeita sér að nokkrum mikilvægum vörukynningum launches og sambandi Steve Jobs við dóttur sína, Lisa.",7,Positive
625,637,Rosaleg vitleysa. Fyndin vitleysa. Fór oft langt yfir strikið ???? að mátti svosem búast við því frá Sacha Baron Cohen. Fínasta action.,7,Positive
626,638,"Skemmtileg mynd. Eldist bara nokkuð vel. Arnold fer á kostum. Fullt af gullmolum og góðum senum. 

Svo kom skemmtilega á óvart að Kindergarten Cop  er víst á leiðinni. 

LeslieHalliwell",6,Positive
627,639,Skemmtileg mynd. Nett klikkuð. Fyndin. Fínasta action. Sam Rockwell og Anna Kendrick eru góð í að leika wackyquirky persónur.,7,Positive
628,640,"Silly RomCom. Fyndin. Fínasta saga, þótt hún hafi verið að vissu leyti formúlukennd.",6,Positive
629,641,Klikkuðsúr mynd. gætis action. Fínn húmor. Silly. Ekki alveg nógu þétt keyrsla  datt smá niður á köflum. Leikararnir voru ekki alltaf mjög sannfærandi  en kannski var það bara handritið sem þau höfðu að vinna með. Fínasta afþreying.,6,Positive
630,642,"Silly action mynd. gætis húmor. Fínasta action inn á milli. Nokkuð löng mynd. Ekki viss um að hún eldist vel, mig minnir að mér hafi fundist hún skemmtilegri þegar ég sá hana fyrst.",6,Positive
631,643,Svo mikið af ofurhetjum. að var alltaf að bætast við... Klassísk Marvel mynd  flott og stór action atriði með nóg af tæknibrellum og eyðileggingu. Sumar ofurhetjurnar voru með meiri húmor en aðrar  sem er fínt til að létta aðeins á stemningunni. ,7,Positive
632,644,"Eða Bad Neighbours  eins og hún er líka kölluð Fyndin vitleysa. Týpísk framhaldsmynd að því leyti að hún er svipuð og fyrri myndin, bara aðeins þynnri. En það var hægt að hlæja helling að þessu.",7,Positive
633,645,"yngri mynd en ég bjóst við. Meira drama. En áhugaverð mynd um ströggl hugmyndasmiða og frumkvöðla. Myndin er flokkuð sem Biography, Comedy, Drama  en ég tók ekki eftir mikið af bröndurum. Flottir leikarar.",6,Positive
634,646,Flott mynd. Mjög spennandi. Fullt af fínum leikurum. Gríðarlegt magn af flottum tæknibrellum og eyðileggingu eins og er oft í Marvel myndum. Eitt atriðið var mjög fyndið  það kom skemmtilega á óvart : Topp afþreying. ,8,Positive
635,647,Fín saga. Smá rómans og kynþokki sem fylgir oft vampíruævintýraheiminum. Upplagt fyrir NetflixAndChill ;,7,Positive
636,648,Meira drama og teen angst en í fyrri myndinni. Ekki alltaf topp leikur í gangi. Spennandi. gætis action inn á milli. Tæknibrellurnar voru ekki alltaf  trúverðugar  en kannski voru þetta bara gæðin . NetflixAndChill,6,Positive
637,649,Spennandi. Fínasta action. NetflixAndChill,7,Positive
638,650,Meira production value en í fyrri myndunum. Eitt atriði með varúlfunum var frekar skrýtiðkjánalegt. Spennandi. Svo er eitt atriði í viðbót eftir fyrri hlutann af credit listanum. NetflixAndChill,7,Positive
639,651,hugavert að sjá muninn á fyrstu myndinni sem var með budget upp á  milljón og svo þessari mynd sem var með budget upp á  milljón. Spennandi mynd. Fín ævintýrasupernatural saga. Flott action atriði. NetflixAndChill,7,Positive
640,652,Mjög fyndin vitleysa. Fullt af fínum action atriðum. Dwayne frændi er alltaf skemmtilegur ; Spennandi. Fínasta afþreying.,7,Positive
641,653,Spennandi. Skemmtileg saga. Góðir leikarar.,7,Positive
642,654,"Fáránlega fyndin mynd ???? Algjör vitleysa, en það vel gerð mynd að þetta gekk alveg upp og var mjög góð skemmtun. Góð keyrsla. Góður rythmi. essi fjögur eru góð blanda af vitleysingum. 

En ég er mjög forvitinn að vita hvað Apple borgaði fyrir allt vörulaumið e. product placement. að var m.a.s. eitt atriði um Apple Pay. ",8,Positive
643,655,"Vitleysa. Fyndin vitleysa. Fínasta afþreying, en ekki besta mynd Melissa McCarthy.",6,Positive
644,656,"Mjög spennandi. Flott action atriði. Flottur ævintýraheimur  umhverfið, gervinbúningarnir... að var mjög áhugavert að sjá Jeff Bezos stofnanda Amazon á credit listanum. Hann er víst mikill Star Trek aðdáandi og fékk að vera í geimverugervi í einu atriði.",7,Positive
645,657,"Kraftmikil mynd. Miklar tilfinningar. hugavert að sjá hvernig hann peppar sig upp til að hafa orku til að vera á sviði í  tíma,  daga í röð.",6,Positive
646,658,Mjög spennandi mynd. Magnað action  sérstaklega klessubílaeltingaleikurinn í lokinn. Bourne samsteypan klikkar ekki. Töff stöff. ???? ???? ???? ???? ???? ???? ,8,Positive
647,659,"Fínasta afþreying. Gott soundtrack  fullt af fínum lögum. Myndin var svona upp og niður  stundum vantaði eitthvað... Kannski var það bara betra handrit, betri samtöl. g er meiri aðdáandi Marvel myndanna  þær ná meira flugi og hafa meira skemmtanagildi.",6,Positive
648,660,"Mjög fyndin og spennandi mynd. Svartur húmor  fullt af skemmtilega klikkuðum atriðum. Litla stelpan Angourie Rice var algjör snillingur. Góð s stemning  búningar, umhverfi og tónlist. Mjög góð skemmtun.",8,Positive
649,661,Mjög áhugaverð saga  frekar klikkuð atburðarás. að er greinilega hægt að græða helling af peningum ef siðferðið er ekkert að trufla mann ; Spennandi mynd. Fyndin á köflum.,7,Positive
650,662,Svakaleg stórslysamynd! Mjög spennandi. Mikið af sprengingum. Mikið drama. Góð keyrsla. Vönduð  vel gerð. Fullt af fínum leikurum.,8,Positive
651,663,Fyndin vitleysaBmynd. Spennandi. Fínt action. Gott soundtrack. Gaman að sjá Dillon Francis í cameo. Topp afþreying. ,7,Positive
652,664,"Mikil vitleysa  stundum of mikil vitleysa. Fyndin inn á milli. Svakalega mikið af þekktu fólki cameos. Gaman að sjá framhaldið af þessari legendary mynd, þótt framhaldið hafi ekki verið nærri því eins gott og fyrsta myndin.",6,Positive
653,665,"Flott mynd. Spennandi. Magnaðar tæknibrellur til að búa til þennan töfraheim, sem er áhugaverð viðbót við Marvel heiminn. Skemmtilegar pælingar líka varðandi hvað hugurinn er magnaður og hvað er hægt að gera og hafa áhrif á. Góður húmor eins og í mörgum Marvel myndum. Doctor Strange var með skemmtilegan og óvenjulegan sidekick.",7,Positive
654,666,Fyndin mynd. hugavert concept. Silly skemmtilega rugluðkjánaleg. Fínasta afþreying.,6,Positive
655,667,Mögnuð scifi mynd. Virkilega góð. Mjög spennandi. hugaverðar pælingar og skemmtilegt plot. Mér finnst alltaf gaman að sjá hvernig fólk sér fyrir sér geimverur og samskipti okkar við þær. Flott myndataka. Tónlistin hjá Jóhanni Jóhannssyni var að gera góða hluti.,8,Positive
656,668,Mjög fyndin mynd. Góð vitleysa. hugavert að horfa á svona mynd þegar maður er að átta sig á þessu nýja foreldrahlutverki.,7,Positive
657,669,Mjög spennandi. Alltaf áhugavert að sjá myndir með fáum leikurum. Gaman að skyggnast nánar inn í Cloverfield heiminn. g væri alveg til í að sjá fleiri myndir  en þarf maður að bíða í  ár eftir næstu mynd? ; hugavert að fylgjast með hvað mikið af kvikmyndum og sjónvarpsþáttum sem J.J. Abrams kemur nálægt ganga mikið út á dulúð mystery.,7,Positive
658,670,"Virkilega skemmtileg mynd. Spennandi. Gott action. Flottar tæknibrellur  ekki oft sem D tæknibrellur koma svona vel og skemmtilega út. Síðast en ekki síst, mjög fyndin. Gaman þegar vel tekst að flétta húmor saman við spennu og læti. Gaman að skyggnast meira inn í Harry Potter heiminn. g hlakka til að sjá fleiri myndir í þessari seríu.",8,Positive
659,671,"Mjög spennandi. Gott action. Góður húmor, en nokkrir brandarar voru örlítið þvingaðir. Að vissu leyti klassísk Star Wars mynd. að er ekkert verið að finna upp hjólið. að var svona smá eins og ég hefði séð eitthvað svipað áður ; En það er gaman að sjá meira úr þessum heimi. Flott mynd. Alltaf gaman að sjá sland í kvikmyndum.",7,Positive
660,672,Fínasta afþreying. Skemmtileg töfrabrögð og sjónhverfingar. Gaman að ein persónan hét Hannes : hugavert að sjá að David Copperfield var framleiðandi. Daniel Radcliffe elskar greinilega að leika í töframyndum ;,7,Positive
661,673,Spennandi scifi mynd. Fínasta action. Sum atriði minntu mig mikið á tölvuleiki CGI action.,6,Positive
662,674,Mögnuð mynd. Virkilega vel gerð. Fullt af fínum leikurum. au náðu að velja leikara og breyta þeim þannig að flestir voru nokkuð líkir alvöru persónunum. Hádramatísk mynd. Svakalega spennandi. Flott myndataka og góð keyrsla. Flott hvernig alvöru upptökum úr fréttunum var blandað saman við leikið efni  minnti mann enn frekar á að þetta gerðist í alvörunni fyrir ekki svo löngu síðan. Virkilega áhugavert að sjá þessa tímalínu og fræðast nánar um það hvað gerðist þessa örfáu daga. ???? ???? ???? ? ,8,Positive
663,675,Mjög spennandi. hugavert að sjá hluta af Pablo Escobar sögunni frá þessu sjónarhorni. Fínir leikarar.,7,Positive
