id,review,rating,sentiment
451,"Ágætis splatter mynd. Fínasta action - smá kung-fu bardagar. Áhugaverðar græjur og vopn sem þau voru með. Nokkuð fyndin á köflum - stundum af því að þetta var svo extreme :) Ég var að fíla Edward :) Fínasta afþreying. Leikstjórinn og handritshöfundurinn, Tommy Wirkola gerði líka Dead Snow - maður sá alveg svipaða takt í þessum myndum (skrímsli og gore).",6,Neutral
452,"Ágætlega fyndin mynd. Nett rugluð. Ágætis afþreying - léttmeti. Maður hefur séð þetta concept áður (Freaky Friday, et. al.). Svo er náttúrulega falleg lexía í þessu um lífið og hamingjuna - peningar eru ekki allt und zo weiter.",6,Neutral
453,Fyndin. Dash rómantísk. Smá drama. Slatti af fínum leikurum. Ágætis saga/handrit/plot.,6,Neutral
454,Á ensku: Headhunters. Mjög spennandi. Gaman að sjá svona flottar skandínavískar myndir. Ágætis plot. Gott action. Nett rugluð og brútal á köflum.,7,Positive
455,Mjög spennandi. Skemmtileg. Kúl special effects. Að vissu leyti klassískt handrit - alla vega brot sem maður kannast við ;) J.J. Abrams og Steven Spielberg eru gott teymi. ,7,Positive
456,Rómó. Sexy. Fyndin.,6,Neutral
458,"Gott action. Að vissu leyti klassísk Die Hard formúla - vondir kallar, one-liners, byssur, sprengingar, bílaeltingaleikir... En mér fannst eitthvað vanta. Ég bjóst við meira. Handritið var frekar takmarkað. Die Hard 5 er fínasta afþreying samt sem áður.",6,Neutral
459,Fyndin mynd. Spennandi. Klass&#237;skt gr&#237;n rugl. Melissa McCarthy er snillingur &#58;&#41; Gott st&#246;ff.,6,Neutral
460,Skemmtilega flippuð og skrýtin/quirky mynd. Skemmtilegar persónur - skemmtilegt líka hvernig þær voru kynntar. Gaman hvað Amélie var með fjörugt ímyndunarafl :) Hugljúf og skemmtileg mynd.,8,Positive
461,Spennandi mynd. Intense. Drama. Fínasta action - sérstaklega í lokinn. Áhugaverðar persónur. Nokkuð gott handrit - sniðug saga.,7,Positive
462,"Mjög spennandi mynd. Gott action. Áhugaverð saga. Slatti af þekktum leikurum. Að vissu leyti formúlu-mynd (eins og margar aðrar), en vel framkvæmd. Góð keyrsla.",7,Positive
463,Hugljúf mynd :) Ekkert yfirþyrmandi væmin og nokkuð spennandi. Ágætis saga. Smá í lokinn reyndar sem mér fannst skemma smá heildarupplifunina. Fínasta stefnumóta-mynd.,6,Neutral
464,"F&#237;nasta action mynd - fullt af t&#246;ff atri&#240;um. N&#243;g af sprengingum &#58;&#41; G&#243;&#240; keyrsla. Nokkur atri&#240;i sem voru s&#233;rstaklega t&#246;ff &#237; 3D - svona ""&#211; nei&#44; &#254;a&#240; er byssuk&#250;la &#225; lei&#240;inni &#237; &#225;ttina a&#240; m&#233;r&#33;"" &#59;&#41;",7,Positive
465,"Mjög spennandi - magnaður thriller. Fínasta handrit/plot. Mér fannst þetta vera töluverð ádeila á lyfjaiðnaðinn og kúltúrinn í kringum það að lyf séu lausnin við öllu. Vel leikstýrð, eins og má búast við hjá Steven Soderbergh. Fegurð. Góðir leikarar.",7,Positive
466,"Mögnuð mynd! Rosalega spennandi - sérstaklega Osama bin Laden atriðið. Intense. Töff tónlist. Frekar löng, en samt kúl. Góðir leikarar. Vel leikstýrð mynd, leit mjög vel út.",8,Positive
467,"H&#246;rku spennumynd. G&#243;&#240; keyrsla og t&#246;ff action/st&#243;rslysa atri&#240;i. Fullt af f&#237;num leikurum. Reyndar nokkrar holur &#237; handritinu &#40;svona ""Af hverju ger&#240;u &#254;eir &#254;etta svona&#63;""/""Af hverju ger&#240;u &#254;eir &#254;etta ekki svona&#63;""&#41; - en &#243;&#254;arfa a&#240; stressa sig of miki&#240; &#225; &#254;v&#237; me&#240; svona poppkorns-myndir &#59;&#41; Vel gert hj&#225; Katr&#237;nu Benedikt a&#240; skrifa handrit fyrir svona risast&#243;ra mynd.",7,Positive
468,"Rosalegt action. Rosaleg spenna. Rosaleg keyrsla. Rosalega góðir leikarar. Rosaleg mynd. Magnaðar tæknibrellur. Dúndrandi skemmtun. Þessi Marvel heimur er magnaður - alltaf að tengjast meira og meira og bætast við fleiri myndir... Það var vissulega slatti af product placement (vörulaum) eins og gengur og gerist í svona risastórum myndum - en mér fannst áhugavert að sjá SpeedTest.net þarna, kom mér á óvart :) Fyrir þá sem hafa áhuga á því þá er atriði eftir credit-listann - Ekkert must-see, en smá skemmtilegt.",8,Positive
469,Skemmtileg mynd. Fyndin. Skemmtileg saga - g&#243;&#240;ar pers&#243;nur. Flott - graf&#237;kin leit vel &#250;t. G&#243;&#240;ir leikarar.,7,Positive
470,Skemmtileg vitleysa. Fyndin (á köflum alla vega). Fínasta afþreying. Ég hef alltaf gaman af mynum sem gerast í New York :),6,Neutral
471,"Spennandi. Gott action. Að vissu leyti stórslysamynd - sprengingar, eyðilegging og læti. Ég hef gaman af svona sci-fi myndum - áhugaverðar pælingar varðandi hvernig heimurinn verði eftir X mörg ár. 3D effect-arnir voru smá kúl, sérstaklega credit listinn í lokinn. En ég var reyndar orðinn frekar þreyttur í augunum í lokinn, tekur á að horfa á 132 mín. 3D mynd ;)",7,Positive
472,Gott action. T&#246;ff b&#237;laatri&#240;i. Spennandi. F&#237;nasta af&#254;reying - ma&#240;ur &#225; l&#237;ka a&#240; horfa &#225; &#254;etta &#254;annig&#44; og ekki l&#225;ta &#243;tr&#250;ver&#240;ug atri&#240;i og &#254;unnt handrit trufla sig of miki&#240; &#59;&#41; Myndin missti sm&#225; kraft/momentum &#225; k&#246;flum - stundum ekki alveg n&#243;gu gott fl&#230;&#240;i.,7,Positive
473,Skemmtileg vitleysa. Spennandi. Gott fjör. Fyndin. Ætti að slá í gegn hjá þeim sem fíluðu hinar myndirnar. En það er held ég bara gott að þetta er síðasta myndinn í seríunni - það væri líklega aðeins of mikið (aðeins of þreytt) ef það væru gerðar fleiri Hangover myndir.,7,Positive
474,Mjög spennandi. Skemmtileg saga. Töff trick. Fínasta afþreying.,7,Positive
475,"Fyndin vitleysa og fínn hasar. Ég var ekki alveg viss með þessa mynd fyrir hlé... var alltaf að bíða eftir meira action, meira fútti, meiri keyrslu. En eftir hlé breyttist þetta í bullandi svarta kómedíu :) Skemmtileg vitleysa - ágætis afþreying. Slatti af fínum leikurum í aukahlutverkum.",7,Positive
476,Fyndin vitleysa. &#193;hugaver&#240; blanda&#59; zombie action spennu r&#243;mant&#237;sk gamanmynd &#59;&#41; Spennandi. S&#233;rstakar/skemmtilegar pers&#243;nur. &#201;g &#225;tta&#240;i mig ekki strax &#225; a&#240; &#254;etta er svona sm&#225; zombie &#250;tg&#225;fan af R&#243;me&#243; &amp; J&#250;l&#237;u...,6,Neutral
477,"Fyndin. Hugljúf/feel-good mynd. Skemmtileg saga, þótt hún sé að vissu leyti formúlukennd. Ég er forvitinn að vita hversu mikið Google kom að gerð myndarinnar - í raun ágætis auglýsing/branding fyrir Google. Ég er að spá hvort þeir hjá Google hafi séð athyglina sem Facebook fékk í kringum The Social Network og þeir hafi viljað fá sína eigin mynd ;) Mér fannst skemmtilegt hvernig þau notuðu ýmsar Google vörur til að birta credit listann í lokinn.",6,Neutral
478,"Mjög kúl mynd. Töff action atriði - mörg risastór og áhrifamikil (impressive). Nokkuð fyndin inn á milli (kom smá á óvart). Mér fannst koma ágætlega út hvernig þeir hoppuðu fram og til baka í æsku Clark Kent/Kal-El/Superman. Michael Shannon var góður sem vondi kallinn. Tónlistin var flott - Hans Zimmer er með'etta. Góð saga, skemmtileg útfærsla á Superman heiminum - ég væri til í að sjá meira.",7,Positive
479,Ágætis afþreying. Ágætlega fyndin. Silly. Mér fannst töluvert verið að skjóta á David Blaine (og aðra sambærilega gaura).,6,Neutral
480,"Mjög spennandi mynd. Hörku action - góð keyrsla. Slatti af þekktum leikurum. Leit vel út - flott myndataka og leikstjórn. Roland Emmerich missti sig reyndar aðeins í væmni og Ameríku-dáð í lokinn (eða sá sem bar ábyrgð á því).

Mjög svipað concept og Olympus Has Fallen, en mér fannst þessi kannski aðeins betri - alla vega að sumu leyti.",7,Positive
481,"Vandræðaleg mynd. Duplass bræðurnir eru líklega svolítið fyrir svona vandræðaleg og ""raunveruleg"" samtöl. Smá drama. Kjánalega fyndin. Indie. Ágætis saga.",6,Neutral
483,Mj&#246;g spennandi og fyndin. En algj&#246;rt rugl. Fyndi&#240; rugl. Skuggalega s&#250;r - allnokkur WTF&#63;&#33; atri&#240;i. Fullt af skemmtilegum cameos. &#222;r&#225;tt fyrir t&#246;luver&#240;an s&#250;rleika &#254;&#225; var &#254;etta umfram allt g&#243;&#240; skemmtun &#58;&#41; L&#237;ka falleg skilabo&#240; &#59;&#41;,7,Positive
484,"Rosalega spennandi mynd! Hörku action. Mjög góð keyrsla. Vel leikstýrð, flott myndataka og leit vel út. Nokkur atriði sem komu ágætlega vel/skemmtilega út í 3D. Áhugaverður söguþráður. Mér finnst zombie hugmyndafræðin mjög skemmtileg. Þetta var áhugaverður vinkill - uppvakningarnir í þessari mynd voru brjálaðari, kraftmeiri og árásargjarnari heldur en í öðrum zombie söguheimum (eins og t.d. sjónvarpsþáttunum The Walking Dead). Sem gerði þetta að vissu leyti meira spennandi (af því að það var minni von, meiri hætta, meiri óvissa). Mjög góð mynd. Kúl stöff. Fullt af fínum persónum og leikurum. Brad Pitt var töffari.",8,Positive
485,Mj&#246;g fyndin mynd. Spennandi. Melissa McCarthy er svo mikill snillingur - leikur alltaf mj&#246;g skemmtilegar pers&#243;nur. Gott handrit - fullt af snilldar l&#237;num og atri&#240;um. Topp af&#254;reying.,7,Positive
486,"Fínasta afþreying. Ágætt action og nokkuð spennandi á köflum. Fyndin. Nokkur atriði þar sem var smá random (en töff) myndataka/klipping. Flottir leikarar - snilld hvernig John Malkovich getur tjáð sig með svipbrigðum. En það vantaði samt smá upp á heildina, til að gera myndina meira ""solid"" - betra flæði, betra handrit... eitthvað.",6,Neutral
487,"Áhugaverð vísindaskáldsaga. Nokkuð spennandi. Sagan var reyndar smá ruglingsleg - það hjálpaði að lesa <a href=""http://en.wikipedia.org/wiki/Oblivion_(2013_film)"" title=""Wikipedia"" target=""_blank"">Wikipedia greinina</a> eftirá til að átta sig betur á þessu ;) Tónlistin var nokkuð kúl - flott að fá M83 til að semja tónlistina fyrir myndina, smá elektró í þessu ;) Smá Tron/Daft Punkt stemning, en samt alls ekki eins. Rosalega flott mynd, leit vel út - vandað til verka þar. Alltaf gaman að sjá Ísland í bíómyndum/sjónvarpsþáttum - þetta er svo mögnuð náttúra, mjög myndræn :)",7,Positive
488,Áhugaverð heimildamynd. Sýnir hvað 2008 hrunið breytti öllu - bara aðeins öðruvísi vinkill ;) Áhugaverðar persónur. Smá klikkað að hún hélt áfram að eyða í óþarfa hluti þegar þau voru í óvissu með peningana sína (ættu að vera að spara). Mjög sérstakur lífstíll.,5,Neutral
489,"Ágætis grínmynd. Fínasta saga, þótt hún hafi verið að vissu leyti formúlukennd (og fyrirsjáanleg). Fínir leikarar.",6,Neutral
490,Fínasta afþreying. Fyndin &amp; spennandi. Ágæt saga. Dash af action og dash af gríni - góð blanda. Denzel Washington og Mark Wahlberg eru topp leikarar. Þeir voru góðir saman. Baltasar er með'etta - gaman að sjá hvað hann er að gera góða hluti.,7,Positive
491,Nett klikku&#240; mynd. Sm&#225; spes klipping/fl&#230;&#240;i - eiginlega eins og flashforwards og flashbacks &#40;audio og/e&#240;a visual&#41; fram og til baka. Blanda&#240;i s&#246;gu&#254;r&#230;&#240;inum sm&#225; saman&#44; en a&#240; vissu leyti &#225;hugaver&#240; a&#240;fer&#240;&#44; setti sm&#225; st&#237;l &#225; myndina. T&#246;ff t&#243;nlist. Handriti&#240; var frekar takmarka&#240;. S&#230;mileg heilalaus &#254;ynnku-mynd.,5,Neutral
492,Skemmtileg mynd og hr&#237;fandi. &#193;hugaver&#240; og m&#246;gnu&#240; saga. Fullt af f&#237;num leikurum.,7,Positive
493,"Jájá, fín mynd. Action og læti. Sly grjótharður. Enginn topp leikur í gangi.",5,Neutral
494,Spennandi. Ágætis action. Brútal ofbeldi (veit ekki hvort það hafi verið sniðugt að ég hafi verið svona ungur þegar ég sá hana fyrst). Snilldar línur ;) Skemmtilega hallærislega gamaldags. Eldist sæmilega.,6,Neutral
495,"Áhugaverð mynd. Spennandi. Twisted. Klikkuð. Ekki alveg feel-good mynd ;) Skemmtilegt að sjá lög með Gísla Pálma í myndinni. Ágætt að hún var bara 76 mín., hefði ekki nennt að horfa á mikið lengri útgáfu af þessari mynd. 
<br /><br />
* Ég sá þessa mynd í flugvél.",5,Neutral
496,T&#246;ff mynd. Spennandi. Gott action. &#193;hugaver&#240; v&#237;sindask&#225;ldsaga - enn og aftur er sp&#225;in fyrir framt&#237;&#240;ina ekkert rosalega bj&#246;rt &#59;&#41; Topp af&#254;reying.,7,Positive
497,"Eða ""Malavita"" eins og hún virðist vera kölluð í Evrópu. Ágætis afþreying. Nokkuð skemmtilegar persónur. Glettilega fyndin á köflum. Mér fannst smá metnaðarleysi í handritinu - þá aðallega í kringum eitt atriði. Ágætlega spennandi.",6,Neutral
498,Mjög fyndin mynd :) Spennandi. Fínasta action. Gott fjör. Mjög fín sci-fi skemmtun. Það var alveg smá Shaun of the Dead/Hot Fuzz stemning í þessari mynd. Skrýtið að þessi mynd fari ekki í almenna sýningu í bíóhúsum hérna. En gaman að ná henni á einni af þessum örfáu sérsýningum.,7,Positive
499,"Vo&#240;a kr&#250;ttleg&#44; en samt sm&#225; &#254;ung indie ""erfitt a&#240; vera t&#225;ningur"" kvikmynd.",6,Neutral
500,&#218;ff... &#225;takanleg mynd. Dark. Langt fr&#225; &#254;v&#237; a&#240; vera huglj&#250;f/happy-go-lucky. En h&#250;n var spennandi og vel leikin. F&#237;nt handrit/plot. F&#237;nasta leikstj&#243;rn og myndataka. Frekar d&#246;kk &#225;fer&#240; &#225; myndinni. &#222;a&#240; var nokku&#240; &#254;ungt yfir f&#243;lki &#254;egar &#254;a&#240; yfirgaf b&#237;&#243;salinn... K&#230;mi ekki &#225; &#243;vart ef &#254;essi mynd fengi einhverjar &#211;skars-tilnefningar.,7,Positive
501,"Rosalega spennandi! Intense. Töff tónlist, gerði mikið fyrir stemninguna. Góðir leikarar. Myndin leit vel út. Flott myndataka. Glæsileg tölvugrafík - mjög raunveruleg. 3D var að koma ágætlega út á köflum. Gaman að sjá slatta af Íslendingum á credit listanum. Mögnuð mynd, gott stöff. ",9,Positive
502,Spennandi. Gott action. Fullt af flottum t&#230;knibrellum. Alltaf gaman a&#240; sj&#225; sm&#225; &#237;slenskt landslag &#237; svona risast&#243;rum kvikmyndum. &#10;&#10;By the way&#44; &#254;a&#240; er sm&#225; auka atri&#240;i &#237; lokinn eftir credit listann.,7,Positive
503,Áhugaverðar pælingar. Setja sér markmið. Sjá þau fyrir sér og hafa augun opin fyrir tækifærum. Hefur virkað hjá mér að vissu leyti ;),6,Neutral
504,Spennandi mynd. Áhugaverð saga. Góðir leikarar. Drama.,7,Positive
505,"Spennandi. Áhugavert plot, en smá skrýtið (ruglingslegt). Endirinn var ekki alveg nógu ""satisfying"". Smá súr kvikmyndastíll. 
<br/><br/>
* Ég horfði á þessa mynd í flugvél (sem getur skemmt smá upplifunina).",5,Neutral
506,"Mögnuð mynd! Rosalega spennandi - eiginlega allan tímann. Drama &amp; action + smá rómó. Góð saga og áhugaverðar persónur. Magnaður heimur sem er búið að búa til. Þótt myndin sé ca. 2,5 klst. þá var hún langt frá því að vera langdregin - þetta leið mjög hratt - myndin var það spennandi og það góð keyrsla. Hélt manni alveg við efnið :) Hlakka til að sjá restina af þessari seríu.",8,Positive
507,"Spennandi. Gott action. Ekta Jason Statham mynd (þar sem hann er ótrúlega harður og lemur vondu kallana), klikkar ekki. Kom skemmtilega á óvart að Sylvester Stallone skrifaði handritið (og framleiddi). ",6,Neutral
508,Fyndin mynd. Skemmtileg vitleysa. Klass&#237;skur Anchorman &#40;Will Ferrell/Adam McKay/Judd Apatow&#41; h&#250;mor. G&#243;&#240; skot &#225; Fox News og a&#240;rar innihaldslausar og &#246;fgafullar fr&#233;ttir. Fullt af snilldar cameos. &#222;a&#240; er sm&#225; auka brot &#237; lokinn eftir credit listann&#44; ekkert brill&#237;ant&#44; en gaman samt a&#240; sj&#225; &#254;a&#240;.,7,Positive
509,"Virkilega flott mynd. Mjög spennandi. Gott action. Þetta er risastór og magnaður heimur sem er búið að búa til - mögnuð upplifun að horfa á þetta (sérstaklega í 3D og 48 römmum/sek). Flott myndataka og góð keyrsla. Mjög visual/sjónræn mynd - allt leit mjög vel út; búningar, umhverfi, tæknibrellur o.s.frv. Sérlega skemmtileg ævintýramynd. Þótt hún sé mjög löng (161 mín.) þá var hún ekki langdregin - hélt alveg athygli manns. 

Vissulega framhald af fyrstu Hobbit myndinni í þessum þríleik þannig að hún var að mörgu leyti svipuð. Hlakka til að sjá þriðju myndina - og fá alvöru endi á þessa sögu ;)",8,Positive
510,"Skemmtileg mynd. Gott grín. Skemmtilega súr á köflum. Gaman að sjá loksins þessa klassík. 

<br><br>* Kvikmyndaklúbburinn Leslie Halliwell horfði saman á þessa. ",7,Positive
511,"Mjög spennandi. Áhugaverð saga, sérstaklega þar sem hún er byggð á sannsögulegum atburðum. Fínir leikarar og persónur. Jason Statham er alltaf jafn mikill töffari/harðhaus. Fínt action en umfram allt virkilega spennandi.",8,Positive
512,"Nett drama. Áhugaverð saga/concept. Maður hefur það á tilfinningunni að þetta sé smá ádeila á hitt og þetta (menningu, fjölmiðla, væntingar...). Flott myndataka og vel klippt. Fínir leikarar.",6,Neutral
513,"Mögnuð saga. Áhugaverður heimur... algjör klikkun. Að þetta sé allt satt gerir þetta enn áhugaverðara/klikkaðara. Virkilega flott mynd (Scorsese er náttúrulega snillingur) og góðir leikarar. Margar skemmtilegar og áhugaverðar persónur. Mjög fyndin á köflum. Drama þar á milli. Martin Scorsese og Leonardo DiCaprio eru frábært teymi, búa til mjög góðar bíómyndir. Jonah Hill var líka mjög góður - lék skemmtilega klikkaðan karakter. Hélt manni ágætlega vel við efnið þrátt fyrir að vera 3 klst. löng.",7,Positive
514,"Rosaleg mynd! Mögnuð saga (byggð á sannsögulegum atburðum). Virkilega spennandi. Intense og brútal - sérstaklega eftir hlé. Bardagaatriðin voru rosaleg... mögnuð - komu virkilega vel út, maður lifði sig smá inn í þetta ;) Flott myndataka. Fullt af fínum leikurum. Topp mynd - vönduð. En svona stríð eru klikkuð...",8,Positive
515,"Mjög skemmtileg mynd. Ég var að fíla ""zone out"" drauma-atriðin :) Töff special effects. Mjög flott myndataka. Mjög gaman að sjá Ísland og ýmsa íslenska leikara á stóra tjaldinu. Fyndin, hugljúf og smá spennandi á köflum. Skemmtileg saga. Flottir leikarar. Fullt af flottum ljósmyndum frá Íslandi sem birtust með credit listanum. ",8,Positive
516,Fyndin mynd. F&#237;nasta af&#254;reying. Hef samt s&#233;&#240; skemmtilegri teiknimyndir &#40;me&#240; betri s&#246;gu/handriti&#41;.,6,Neutral
517,"Fínasta action mynd. Áhugaverð endurgerð á ""klassískri"" mynd sem maður sá fyrst þegar maður var alltof ungur ;) Gary Oldman var eiginlega besti leikarinn. Joel Kinnaman var líka töffari sem RoboCop/Alex Murphy. Handritið hefði getað verið betra - vantaði smá ""fútt"" í þetta.",6,Neutral
518,"Mjög skemmtileg mynd. Fyndin og spennandi. Fínasta saga. Slatti af þekktum leikurum (þeir eru alla vega þekktir núna). Gaman að vera loksins búinn að sjá þessa mynd, maður hefur séð svo oft verið að vísa í hana (á Internetinu). Til dæmis <a href=""http://www.youtube.com/watch?v=G2y8Sx4B2Sk"">""You keep using that word...""</a> sem er orðið <a href=""http://knowyourmeme.com/memes/you-keep-using-that-word-i-do-not-think-it-means-what-you-think-it-means"">meme</a> og <a href=""http://www.youtube.com/watch?v=6JGp7Meg42U"">""Hello, my name is Inigo Montoya. You killed my father. Prepare to die.""</a>. 

<br/><br/>
* Kvikmyndaklúbburinn Leslie Halliwell horfði saman á þessa.",7,Positive
519,"Þetta er ekki týpísk afþreying eins og margar bíómyndir eru. Þetta er meira listaverk - voða flott og að vissu leyti vandað, en maður þarf svolítið að spá í því til að átta sig á hvað listamaðurinn/listamennirnir eru að reyna miðla. 
<br/><br/>
Það var ekki mikil gleði í þessari mynd. Í raun allt ömurlegt hjá þessum gaur. Drama. Þunglyndi. Ágætlega kúl Instagram/vintage filter á myndinni ;) Lúmskt skopleg á köflum. Skemmtilega skrautlegar persónur, eins og eru oft í Coen myndum. Vissir kaflar í sögunni voru áhugaverðir, en á heildina litið þá vantaði einhvern kjarna í söguþráðinn. ",5,Neutral
520,"Hörku spennumynd. Góður hasar. Liam Neeson er töffari. Fínasta plot, en þetta var að vissu leyti formúlumynd. Ekkert gríðarlega frumleg, en nokkuð vel framkvæmd. ",7,Positive
521,Skemmtileg vitleysa. Gott grín. Fullt af fínum leikurum. Fínasta afþreying.,6,Neutral
522,"Mér fannst handritið ekki nógu gott. Margt skrýtið/kjánalegt og flæðið á milli atriði var stundum ekki nógu lógískt/eðlilegt. Þar sem þetta er Luc Besson mynd (þ.e.a.s. hann skrifaði handritið og framleiddi) þá voru vissulega franskir bílar í eltingaleik. 
<br /><br />
Það voru nokkur atriði sem voru ágætlega fyndin og nokkrar action senur ágætlega kúl. En það var kannski verið að reyna blanda of mörgu saman; action, grín, rómantík, spenna, drama... Hálf stefnulaust - gekk ekki upp. Gaman að sjá Tómas Lemarquis í nokkuð stóru hlutverki.",5,Neutral
523,"Mögnuð mynd. Risastór. Virkilega spennandi. Drama. Mjög töff action atriði. Áhugaverður ævintýraheimur. Vel leikin - enda einvala lið leikara. Nick Nolte stóð sig vel sem gamall steinn, röddin mjög viðeigandi. 
<br /><br /> 
Íslenska náttúran var mögnuð í sínu hlutverki - endalaust af fjölbreyttri fegurð. Mér fannst Ísland gera rosalega mikið fyrir þessa mynd - gerði hana að enn meira listaverki. Myndin leit mjög vel út - búningar, umhverfi o.s.frv. 
<br /><br /> 
Mér fannst þetta smá ádeila á kjötætur - að öll dýr eigi rétt á að lifa. Svo var þetta líka ""áróður"" fyrir því að passa upp á náttúruna.",9,Positive
524,"(Myndin kallast ""Dead Snow: Red vs. Dead"" á ensku) Fyndin vitleysa. Nokkurs konar Nazi-zombie-splatter grín. Mörg atriði nokkuð fyndin og svo nokkur atriði frekar súr/fáránleg (en þau voru stundum líka bara fyndin). Mjög svartur húmor. Sum atriðin voru frekar brútal (gore). Skrautlegar (og skemmtilegar) persónur. Alltaf gaman að sjá Ísland í bíómyndum og helling af Íslendingum á credit listanum.",7,Positive
525,Drama um l&#237;fi&#240; og tilveruna. Nokkur skopleg atri&#240;i.,5,Neutral
526,"Mjög fyndin mynd. Fullt af kómískum atriðum og orðasamskiptum. Gott handrit. Skemmtilegar og skrautlegar persónur - og nóg af þeim. Fullt af þekktum og góðum leikurum (sjaldan sem maður sér svona marga þekkta leikara í einni mynd). 
<br/><br/>
Fínasta keyrsla (flæði) og áhugaverður söguþráður. Spennandi. Leit vel út - skemmtileg stemning, skemmtilegir litir. Þetta var smá eins og barnaævintýri fyrir fullorðna. Mjög vel leikstýrð. Listaverk. Wes Anderson er með einstakan og skemmtilegan stíl.",9,Positive
527,"Enn önnur mynd um hvað lífið getur verið erfitt og fólk á stundum erfitt með að ""finna sig"". Drama. Aðeins of þungt yfir þessu til að vera ánægjulegt að horfa á. Indie bragur af þessu. Ágætlega áhugaverður söguþráður (á köflum). Ekki mikið af skemmtilegum persónum. ",4,Negative
528,"Flottir bílar í eltingaleik. Ágætlega spennandi þrátt fyrir að vera frekar fyrirsjáanleg formúlumynd. Ekki eins góð og Fast &amp; Furious myndirnar. Mér fannst handritið ekki nógu gott - það vantaði alla vega eitthvað til að gera þessa mynd betri (hrífa mann meira, meiri upplifun). Það var eitthvað kjánalegt við Michael Keaton og hans persónu. ",6,Neutral
529,G&#243;&#240; action mynd. Risast&#243;r action atri&#240;i og t&#246;ff bardagaatri&#240;i. Flottar t&#230;knibrellur. Nokku&#240; spennandi. F&#237;nir leikarar &amp; pers&#243;nur&#44; &#225;g&#230;tis fl&#230;&#240;i og nokku&#240; gott handrit. Ma&#240;ur er byrja&#240;ur a&#240; l&#230;ra a&#240; &#225; eftir credit listanum &#237; &#246;llum Marvel myndum er eitt atri&#240;i til a&#240; tengja allan Marvel heiminn saman. &#222;a&#240; og a&#240; Stan Lee poppar alltaf upp &#58;&#41;,8,Positive
530,Nokkuð fyndin. Áhugaverð saga.,6,Neutral
531,"Brjálæðislega fyndið rugl. Mikið af ""óviðeigandi"" bröndurum sem myndu líklega ekki ganga í bíómynd sem væri gefin út í ár. Stútfullt af góðum orðaleikjum og almennri vitleysu (silliness). 
<br /><br /> 
* Kvikmyndaklúbburinn Leslie Halliwell horfði saman á þessa. ",7,Positive
532,"Eða ""Bad Neighbours"" eins og hún kallast á Íslandi (og víða um heim). Fyndin vitleysa. Áhugavert ""stríð"" í gangi, sem fer úr böndunum (""That escalated quickly...""). Gaman að sjá The Lonely Island og Workaholics gaurana í smá cameo.",7,Positive
533,Góð mynd. Áhugaverð saga. Nokkuð gott handrit/plot. Fullt af fínum leikurum - í stóru og litlu hlutverkunum. Flott tónlist - gerði mikið til að skapa 1976 stemningu. Myndin er víst lauslega byggð á sannsögulegum atburðum. Frekar löng (138 mín.).,7,Positive
534,"Nokkuð góð skrímsla-stórslysamynd. Töluvert öðruvísi plot heldur en í Godzilla myndinni frá 1998. Kom svolítið á óvart. Í raun öðruvísi nálgun á Godzilla heiminn/söguna, en kannski nær upprunanlegu sögunni (þekki það bara ekki nógu vel). Fínasta action. Spennandi. Mikið um eyðileggingu.",7,Positive
535,"Mjög spennandi og vel gerð action sci-fi mynd. Áhugavert twist á ""Groundhog Day"" pælinguna. Flott action atriði, flottar tæknibrellur og fínasta handrit/plot. Það voru nokkur bardagaatriði sem komu skemmtilega út í 3D. Geimverurnar minntu mig smá á <a href=""http://matrix.wikia.com/wiki/Sentinel"">Sentinel vélmennin í The Matrix</a>. Fínasti sumar-blockbuster. ",8,Positive
536,Fyndin vitleysa. Fínasta afþreying.,6,Neutral
537,Nokkuð fyndin. Flott gengi. Stundum borderline kjánaleg ;),6,Neutral
538,"Fyndin vitleysa. Bull og kjánalæti. Ágætis action inn á milli. Gaman að sjá Diplo í smá cameo. Skemmtilegt hvað þeir gerðu mikið grín að endurgerðum (reboots) og framhöldum. Þeir voru alveg meðvitaðir um að þetta var að vissu leyti formúlumynd og voru að gera grín að því. Mér fannst vera smá vísun í <a href=""http://www.youtube.com/watch?v=kTcRRaXV-fg"">""Who's On First""</a> sketsinn í lokinn - skemmtilegt. ",7,Positive
539,"[""Vonarstræti"" á íslensku] Mögnuð mynd. Þung. Dramatísk. Átakanleg á köflum. Mjög vel leikin. Flott myndataka. Áhugaverð saga. Beittar skírskotanir í góðærið.",7,Positive
540,"Góð mynd. Flottir leikarar. Glæsileg myndataka. Leit vel út. Vönduð. Skemmtilegar/áhugaverðar pælingar varðandi tæknina og framtíðina, möguleikar gervigreindar og AI samskipti. Mér fannst vera smá vísun í Blade Runner og muninn á vélmennum/hugbúnaði og manneskjum. Skemmtileg saga. Litirnir og tískan fyrir þennan framtíðarheim var líka áhugavert. ",7,Positive
541,Fyndin vitleysa. Ég var reyndar að vonast eftir því að hún væri fyndnari. Það vantaði kannski smá kraft í handritið og flæðið á sögunni. Fullt af þekktum leikurum. Klassískur karakter fyrir Melissa McCarthy.,5,Neutral
542,"Mjög spennandi mynd. Gott action. Flottar tæknibrellur - aparnir voru magnaðir, ótrúlega vandað allt í kringum þá. Áhugaverð saga. Flottur ""ævintýraheimur"". ",8,Positive
